dup_group,group_size,row_index,Catalog,FIRST_ID,RA,Dec,z,Flux_FIRST_1400MHz,Host_name
291,2,2087,Lao,J091235.8+053400,138.14949,5.56529,0.91126,17.55,DESI J091235.88+053355.0
291,2,2086,Sasmal,J091235.8+053355,138.14925,5.565333333,,17.0,
292,3,2093,Lao,J091314.4+520853,138.31577,52.14856,0.18998,224.02,WISEA J091315.78+520854.8
292,3,6389,Mirabest,,138.315688,52.14857,0.19,,
292,3,2095,Sasmal,J091315.7+520854,138.31575,52.14861111,0.19,227.0,
293,2,2094,Lao,J091315.7+004449,138.31529,0.74564,0.22531,44.13,WISEA J091315.66+004444.3
293,2,6360,Mirabest,,138.315323,0.74567,0.2253,,
294,2,2106,Lao,J091419.9+172607,138.58351,17.43635,0.32837,79.92,SDSS J091420.04+172610.8
294,2,6923,Mirabest,,138.583512,17.43635,0.3284,,
295,2,2113,Lao,J091450.9+082440,138.71232,8.41133,,76.81,
295,2,2112,Sasmal,J091450.7+082442,138.7112917,8.411861111,,77.0,
296,2,2130,Lao,J091647.8+080851,139.19804,8.14664,0.22306,35.85,DESI J091647.53+080847.9
296,2,2129,Sasmal,J091647.5+080847,139.1980417,8.146638889,,38.0,
297,2,2134,Lao,J091710.3+550853,139.2833,55.15228,0.18202,222.21,WISEA J091707.99+550908.2
297,2,6354,Mirabest,,139.283264,55.15227,0.182,,
298,2,2137,Lao,J091724.2+035009,139.35002,3.83418,0.40689,33.33,SDSS J091724.00+035003.0
298,2,2136,Sasmal,J091723.8+035004,139.3492083,3.834555556,,32.0,
299,2,2150,Lao,J091940.7-012952,139.91777,-1.49773,0.29146,33.61,2MASS J09194033-0129519
299,2,2149,Sasmal,J091940.4-012950,139.9184583,-1.497305556,,25.0,
300,2,2158,Lao,J092105.1+072345,140.27001,7.39393,0.29731,41.18,WISEA J092104.80+072338.1
300,2,2157,Sasmal,J092104.7+072338,140.2699583,7.393972222,0.3,41.0,
301,2,2189,Lao,J092431.3+075656,141.12844,7.94893,0.10429,63.71,WISEA J092430.82+075656.1
301,2,6572,Mirabest,,141.128479,7.9489,0.1043,,
302,2,2200,Lao,J092600.6+190310,141.50215,19.05205,0.33073,77.59,WISEA J092600.51+190307.3
302,2,6908,Mirabest,,141.502167,19.05206,0.3307,,
303,2,2203,Lao,J092613.1+324712,141.55148,32.78919,0.13953,270.82,WISEA J092612.35+324721.0
303,2,6673,Mirabest,,141.551452,32.78923,0.1395,,
304,2,2207,Lao,J092631.2+105856,141.62627,10.98683,0.24724,201.76,WISEA J092630.30+105912.5
304,2,6729,Mirabest,,141.626282,10.98684,0.2472,,
305,2,2209,Lao,J092635.5+293423,141.64785,29.57281,0.28904,87.59,WISEA J092635.48+293422.1
305,2,6780,Mirabest,,141.647813,29.57282,0.289,,
306,2,2212,Lao,J092644.9+030928,141.68411,3.15552,0.22556,110.07,WISEA J092644.18+030919.8
306,2,2211,Sasmal,J092644.1+030919,141.684125,3.155472222,0.23,112.0,
307,3,2218,Lao,J092703.4+542352,141.76782,54.39632,0.12425,165.98,WISEA J092704.27+542346.7
307,3,6393,Mirabest,,141.767838,54.39627,0.1243,,
307,3,2219,Sasmal,J092704.2+542346,141.7677917,54.39627778,0.12,199.0,
308,2,2258,Lao,J093324.6+060042,143.35279,6.01182,,95.86,
308,2,2259,Sasmal,J093324.8+060040,143.3535,6.011138889,,102.0,
309,2,2265,Lao,J093350.1+452008,143.45765,45.33277,0.13387,305.15,DESI J093349.83+451957.8
309,2,6575,Mirabest,,143.457642,45.33273,0.1339,,
310,2,2273,Lao,J093434.3+182937,143.64294,18.4918,0.2487,52.76,WISEA J093434.30+182930.4
310,2,2272,Sasmal,J093434.2+182930,143.642875,18.49180556,0.25,54.0,
311,2,2283,Lao,J093602.7-062757,144.0091,-6.46723,0.24621,105.63,DESI J093602.18-062802.0
311,2,2282,Sasmal,J093602.1-062759,144.009125,-6.466416667,,106.0,
312,2,2293,Lao,J093644.1+034047,144.18176,3.67891,0.26687,36.43,DESI J093643.62+034044.1
312,2,2291,Sasmal,J093643.6+034044,144.18175,3.678916667,,14.0,
313,2,2292,Lao,J093644.0+084948,144.18184,8.83083,0.13708,198.14,WISEA J093643.64+084950.9
