widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
5288,Sasmal,J154548.7-024938,236.453333333333,-2.82738888888889,,False,False,True,True,False,False,False,False,False,,,,,,,,,,c,,EE,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,Sasmal,J154553.9+030912,236.474916666667,3.15341666666667,0.21,False,False,True,False,True,False,False,False,False,24.4673550704368,,,,,,,,,c,"1, 13, 20",2MASX,,s,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,Lao,J154554.0+030924,236.47494,3.15342,0.20933,False,False,True,False,True,False,False,False,False,24.49,,0.53,,,,,WISEA J154553.98+030912.3,"f,j",,,,,s,24.46,,16.29,,,127,36,66,11.8,1.37,,,,,,,,,,,,,,maxBCG J154554.0+030912,0.2113,s,892,0,0,0.798,40.69,1.82,30
5291,Lao,J154603.5+192206,236.51306,19.36792,0.31523,False,False,True,True,False,False,False,False,False,25.19,,1.03,,,,,DESI J154603.13+192204.5,,,,,,p,44.33,,20.23,,,166,35,162.4,16,1.5,,,,,,,,,,,,,,Y21 J154602.8+192205,0.7574,p,2753,5,38,0.622,31.84,1.44,10
5292,Lao,J154621.6+024033,236.59116,2.67599,0.66275,False,False,True,True,False,False,False,False,False,25.68,,0.69,,,,,WISEA J154621.87+024033.5,,,,,,s,27.68,,16.37,,,237,33,140.8,25.6,1.99,,,,,,,,,,,,,,WH J154621.9+024034,0.6628,s,2473,0,0,0.432,14.51,0.67,8
5293,Lao,J154624.6+362959,236.60342,36.49819,0.98673,False,False,True,True,False,False,False,False,False,25.77,,0.43,,,,,DESI J154624.82+362953.5,,,,,,p,16.23,,11.73,,,262,32,131.2,20.5,,,,,,,,,,,,,,,WHL J154634.4+362910,0.5478,s,2110,124,819,0.507,18.24,0.84,7
5294,Sasmal,J154630.8+262031,236.628583333333,26.3420277777778,,False,True,False,False,True,False,False,False,False,,,,,,,,,,a,,EE,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,Lao,J154631.1+262028,236.62991,26.34246,0.58028,False,False,False,False,True,False,False,False,False,25.17,8.09,0.74,,,,,WISEA J154631.17+262032.8,"c,f",,,,,s,11.26,,6.42,,,122,18,82.5,7,1.91,-22.26,,,,,,,,,,,,,AMF J154631.8+262146,0.5798,s,2213,74,503,0.664,34.92,1.57,14
5296,Lao,J154634.6+245900,236.64448,24.98358,,False,False,True,True,False,False,False,False,False,,,0.95,,,,,,,,,,,,117.7,,56.93,,,,68,167.4,,,,,,,,,,,,,,,,,,,,,,,,,
5297,Lao,J154704.2+513008,236.76759,51.50227,,False,False,False,True,False,False,False,False,False,,,0.98,,,,,,,,,,,,24.5,,11.65,,,,31,161.8,16.9,1.62,,,,,,,,,,,,,,,,,,,,,,,
5298,Lao,J154709.0-004628,236.7877,-0.77466,,False,False,True,True,False,False,False,False,False,,,0.96,,,,,,j,,,,,,138.24,,66.59,,,,47,102,17.5,,,,,,,,,,,,,,,,,,,,,,,,
5299,Lao,J154729.0+145655,236.87328,14.94915,0.08501,False,False,False,True,False,False,False,False,False,24.63,8.16,1.34,,,,,WISEA J154729.58+145656.9,d,,,,,s,212.64,,76.77,,,150,91,142.2,21.1,0.99,-22.3,,,,,,,,,,,,,,,,,,,,,,
5300,Lao,J154752.1+334456,236.96742,33.74909,,False,True,False,True,False,False,False,False,False,,,0.95,,,,,,,,,,,,22.99,,11.14,,,,24,96.9,8.2,,,,,,,,,,,,,,,,,,,,,,,,
5301,Lao,J154801.1+135741,237.00494,13.96046,0.53998,False,False,False,True,False,False,False,False,False,25.66,,1.41,,,,,DESI J154801.18+135737.6,,,,,,p,30.81,,10.48,,,308,47,158.1,,1.88,,,,,,,,,,,,,,,,,,,,,,,
5302,Lao,J154806.2+363400,237.02377,36.56128,0.19626,False,False,False,True,False,False,False,False,False,24.98,8.83,1.45,,,,,WISEA J154805.70+363340.5,,,,,,s,73.63,,24.41,,,330,98,159.4,120.1,1.28,-22.35,,,,,,,,,,,,,maxBCG J154805.7+363341,0.1963,s,832,0,0,0.722,21.45,0.98,26
5303,Lao,J154807.3+400948,237.02915,40.16398,0.17476,False,True,False,True,False,False,False,False,False,24.55,,0.67,,,,,DESI J154807.00+400950.3,,,,,,p,41.07,,24.63,,,132,43,167.1,71,1.25,,,,,,,,,,,,,,,,,,,,,,,
5304,Lao,J154809.0+220625,237.03882,22.10759,1.44154,False,False,True,True,False,False,False,False,False,25.61,,-0.07,,,,,DESI J154809.32+220627.3,,,,,,p,7.77,,8.2,,,295,34,169.4,31.5,0.5,,,,,,,,,,,,,,GMBCG J237.05606+22.09050,0.335,p,1368,84,417,,,,
5305,Lao,J154825.1+072442,237.1046,7.41182,,False,False,True,False,True,False,False,False,False,,,3.09,,,,,,,,,,,,307.54,,29.13,,,,38,85.4,222.9,,,,,,,,,,,,,,,,,,,,,,,,
5306,Sasmal,J154826.2+581314,237.109541666667,58.2205555555556,,False,False,False,True,False,False,False,False,False,,,-0.78,,,,,,,,"1, 2, 6, 16",SDSS,,,455,,,2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,Lao,J154833.2+232131,237.13861,23.35877,,False,False,False,True,False,False,False,False,False,,,1.56,,,,,,,,,,,,17.7,,5.37,,,,31,131.8,43.1,,,,,,,,,,,,,,,,,,,,,,,,
5308,Lao,J154842.3+571808,237.17709,57.30212,0.33968,False,False,False,True,False,False,False,False,False,24.82,,0.9,,,,,WISEA J154842.50+571807.6,,,,,,s,16.67,,8.42,,,110,22,143.3,10.5,1.78,,,,,,,,,,,,,,WHL J154845.3+571750,0.3397,s,1385,28,140,0.654,29.25,1.32,19
5309,Lao,J154843.7+010843,237.18182,1.14478,1.11266,False,False,False,True,False,False,False,False,False,26.21,,1.17,,,,,DESI J154843.64+010841.2,,,,,,p,19.88,,8.16,,,193,23,135.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,
5310,Lao,J154848.5+361045,237.20556,36.17637,0.23339,False,False,False,True,False,False,False,False,False,25.25,8.42,0.77,,,,,WISEA J154849.33+361034.9,f,,,,,s,107.6,,59.79,,,219,57,110.7,24.1,1.48,-23.02,,,,,,,,,,,,,GMBCG J237.20564+36.17649,0.247,p,1032,0,0,,,,
5311,Sasmal,J154849.3+361035,237.205625,36.1765,0.23,False,False,True,False,True,False,False,False,False,25.2534378879299,,,,,,,,,a,13,SDSS,,s,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,Lao,J154856.6+202921,237.23737,20.48903,1.09456,False,False,True,True,False,False,False,False,False,26.74,,1.09,,,,,DESI J154856.97+202920.5,,,,,,p,73.8,,32.26,,,529,63,166.1,76.1,0.67,,,,,,,,,,,,,,,,,,,,,,,
5313,Lao,J154858.1+085432,237.24793,8.90991,0.06827,False,False,False,True,False,False,False,False,False,24.7,,1.99,,,,,WISEA J154859.50+085435.6,,,,,,s,382.56,,84.21,,,92,68,98.8,29.2,,,,,,,,,,,,,,,CLuMPR J154904.6+085309,0.9933,p,3385,115,947,0.458,17.94,0.82,6
5314,Lao,J154901.6+103154,237.25586,10.5313,0.35166,False,False,False,True,False,False,False,False,False,24.86,,0.53,,,,,WISEA J154901.40+103152.6,,,,,,s,18.58,,12.36,,,97,19,92.5,8.6,1.68,,,,,,,,,,,,,,WHL J154901.4+103153,0.3517,s,1430,0,0,0.773,36.06,1.62,27
5315,Lao,J154913.1+043546,237.3047,4.59627,,False,False,True,True,False,False,False,False,False,,,1.08,,,,,,,,,,,,99.73,,43.89,,,,35,145.5,19.6,,,,,,,,,,,,,,,,,,,,,,,,
5316,Lao,J154913.4+433616,237.30502,43.60489,0.73359,False,False,False,True,False,False,False,False,False,25.48,,0.77,,,,,WISEA J154913.20+433617.6,,,,,,s,13.34,,7.42,,,217,29,125.5,16,2.27,,,,,,,,,,,,,,WH21 J154913.2+433618,0.7387,s,2699,0,0,0.644,39.17,1.76,14
5317,Lao,J154938.2+295219,237.40938,29.87244,0.82333,False,False,False,True,False,False,False,False,False,26.21,,0.85,,,,,DESI J154938.25+295220.8,,,,,,p,51.42,,26.91,,,257,33,159.2,24.9,0.95,,,,,,,,,,,,,,WHL J154937.7+295458,0.5491,s,2114,157,1039,0.716,40.55,1.82,21
5318,Lao,J154944.6-031714,237.43603,-3.2869,,False,True,False,True,False,False,False,False,False,,,0.68,,,,,DESI J154944.65-031712.8,,,,,,,22.92,,13.7,,,,33,161.3,33.7,,,,,,,,,,,,,,,,,,,,,,,,
5319,Lao,J154949.4+334830,237.45641,33.80769,0.84835,False,False,False,True,False,False,False,False,False,25.66,,0.38,,,,,DESI J154949.54+334827.7,c,,,,,p,17.97,,13.46,,,299,38,150.4,38.7,1.26,,,,,,,,,,,,,,CLuMPR J154939.7+334641,0.8329,p,2965,162,1270,0.556,24.45,1.11,12
5320,Lao,J154952.3+190950,237.4688,19.16427,0.1346,False,True,False,True,False,False,False,False,False,23.9,,1.41,,,,,WISEA J154952.51+190951.3,a,,,,,s,14.75,,5.05,,,47,19,162.2,80.8,1.09,,,,,,,,,,,,,,GMBCG J237.46879+19.16428,0.152,p,651,0,0,,,,
5321,Lao,J155000.2+174318,237.50325,17.72107,0.48118,False,True,False,False,True,False,False,False,False,25.56,,0.57,,,,,DESI J155000.78+174315.8,,,,,,p,46.32,,29.94,,,148,24,86.4,23.3,1.85,,,,,,,,,,,,,,,,,,,,,,,
5322,Lao,J155000.3+294952,237.50259,29.83166,2.32931,False,False,False,True,False,False,False,False,False,26.99,,0.84,,,,,WISEA J155000.62+294953.9,c,,,,,s,26.95,,14.25,,,184,22,102.2,9,0.44,,,,,,,,,,,,,,,,,,,,,,,
5323,Lao,J155003.7+585323,237.51405,58.8906,0.45108,False,False,True,True,False,False,False,False,False,26.03,,1.01,,,,,DESI J155003.37+585326.2,,,,,,p,131.57,,61.03,,,333,56,166.2,64.1,1.47,,,,,,,,,,,,,,maxBCG J154956.6+585144,0.2688,s,1117,115,491,0.762,28.7,1.3,21
5324,Lao,J155009.5+080844,237.54005,8.14409,0.23199,False,False,True,True,False,False,False,False,False,25.13,,0.64,,,,,WISEA J155009.61+080838.7,b,,,,,s,84.3,,51.86,,,180,47,105.4,18.4,1.36,,,,,,,,,,,,,,GMBCG J237.56251+08.10674,0.349,p,1420,156,796,,,,
5325,Lao,J155011.7+271758,237.54932,27.2998,1.17168,False,False,False,True,False,False,False,False,False,27.25,,0.59,,,,,DESI J155011.84+271759.3,,,,,,p,297.48,,189.16,,,322,38,145.9,21.6,0.41,,,,,,,,,,,,,,,,,,,,,,,
5326,Lao,J155013.7+055142,237.55636,5.86142,0.835,False,False,True,True,False,False,False,False,False,26.84,,0.83,,,,,WISEA J155013.52+055141.1,,,,,,s,215.22,,114,,,266,34,142.9,13.9,0.31,,,,,,,,,,,,,,Y21 J155009.2+055306,0.678,p,2519,106,771,0.597,26.47,1.2,15
5327,Sasmal,J155020.4+151614,237.58525,15.2705833333333,0.14,False,True,False,False,True,False,False,False,False,24.6077682819192,,,,,,,,,c,13,SDSS,,s,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,Sasmal,J155034.8+120040,237.645166666667,12.0113333333333,0.3,False,True,False,True,False,False,False,False,False,25.1635558853037,,-0.54,,,,,,,,1,2MASX,,s,57,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,Lao,J155034.9+120038,237.64517,12.01136,0.30399,False,True,False,True,False,False,False,False,False,25.15,,0.35,,,,,WISEA J155034.84+120040.8,f,,,,,s,53.2,,40.88,,,204,44,156.2,35.9,1.63,,,,,,,,,,,,,,WH J155034.8+120041,0.304,s,1252,0,0,0.53,18.59,0.85,6
5330,Lao,J155035.9+073102,237.64873,7.51848,0.35441,False,False,True,True,False,False,False,False,False,25.42,8.93,0.92,,,,,WISEA J155035.69+073106.5,,,,,,s,59.63,,29.67,,,355,69,152.1,59.2,1.8,-23.51,,,,,,,,,,,,,WHL J155035.7+073106,0.3544,s,1439,0,0,0.705,30.33,1.37,15
5331,Lao,J155037.6+095440,237.65687,9.90949,0.49849,False,True,False,True,False,False,False,False,False,25.44,,1.32,,,,,DESI J155037.65+095434.2,,,,,,p,23.88,,8.76,,,157,25,134.5,27.9,2,,,,,,,,,,,,,,WHL J155037.7+095434,0.4999,s,1951,0,0,0.719,40.54,1.82,22
5332,Lao,J155110.0+273747,237.79205,27.62983,,False,False,False,True,False,False,False,False,False,,,0.79,,,,,,,,,,,,15.51,,8.51,,,,20,93,11.1,,,,,,,,,,,,,,,,,,,,,,,,
5333,Lao,J155120.6+081716,237.83612,8.28782,,False,False,False,True,False,False,False,False,False,,,0.85,,,,,,,,,,,,30.07,,15.74,,,,47,168.6,61,,,,,,,,,,,,,,,,,,,,,,,,
5334,Lao,J155140.2+060917,237.91806,6.15464,0.30653,False,True,False,True,False,False,False,False,False,24.78,,0.39,,,,,WISEA J155140.33+060916.6,f,,,,,s,21.62,,16.08,,,98,21,116.5,8.3,1.6,,,,,,,,,,,,,,WHL J155140.3+060917,0.3065,s,1261,0,0,0.892,59.04,2.62,29
5335,Sasmal,J155140.3+060916,237.918041666667,6.15463888888889,0.31,False,True,False,True,False,False,False,False,False,24.7659565705089,,-0.58,,,,,,,,"1, 17, 20",2MASX,,s,21,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,Lao,J155150.1+532106,237.96195,53.34937,1.05197,False,False,False,False,True,False,False,False,False,26.47,,0.98,,,,,DESI J155150.87+532057.7,c,,,,,p,47.87,,22.72,,,291,35,54.5,9.6,,,,,,,,,,,,,,,WHL J155209.7+532152,0.4472,p,1771,177,1050,,,,
5337,Lao,J155152.9+053203,237.97025,5.53308,0.25043,False,False,False,True,False,False,False,False,False,25.34,8.62,1.19,,,,,WISEA J155152.86+053159.0,,,,,,s,102.23,,41.18,,,133,33,161.9,72.4,1.47,-23.52,,,,,,,,,,,,,maxBCG J155152.8+053200,0.2533,s,1057,1,4,1.027,84.36,3.7,46
5338,Sasmal,J155154.6+402518,237.977708333333,40.4219166666667,,False,False,False,False,True,False,False,False,False,,,-0.66,,,,,,,,,EE,,,21,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339,Lao,J155157.5+135511,237.9897,13.91887,0.4806,False,False,False,True,False,False,False,False,False,25.01,,0.48,,,,,DESI J155157.53+135507.9,,,,,,p,13.35,,9.23,,,123,20,99.1,8.4,1.73,,,,,,,,,,,,,,,,,,,,,,,
5340,Lao,J155158.9+105456,237.99436,10.9177,0.60736,False,False,False,True,False,False,False,False,False,25.85,8.7,1.16,,,,,SDSS J155158.64+105503.7,,,,,,s,40.23,,16.58,,,319,46,127.8,25.2,2,-23.82,,,,,,,,,,,,,WHL J155158.6+105504,0.6074,s,2301,0,0,0.89,75.22,3.31,36
5341,Lao,J155226.9+155422,238.11072,15.90621,0.66827,False,False,False,True,False,False,False,False,False,25.61,8.85,0.66,,,,,WISEA J155226.57+155422.3,,,,,,s,23.31,,14.1,,,195,27,150.4,,1.88,-23.75,,,,,,,,,,,,,WHL J155226.6+155423,0.6683,s,2489,0,0,0.737,48.74,2.17,20
5342,Lao,J155241.4+181914,238.17295,18.32036,1.22235,False,False,True,True,False,False,False,False,False,26.72,,0.88,,,,,DESI J155241.51+181913.3,,,,,,p,63.7,,32.57,,,247,29,152.1,14.6,,,,,,,,,,,,,,,WH J155241.4+182040,1.0606,p,3549,87,726,0.575,35.65,1.61,9
5343,Lao,J155247.0+092436,238.19515,9.40907,0.38477,False,False,False,True,False,False,False,False,False,24.57,,-0.05,,,,,WISEA J155246.83+092432.6,a,,,,,s,9.46,,9.8,,,173,32,142.7,30.7,1.83,,,,,,,,,,,,,,GMBCG J155246.8+092433,0.3848,s,1550,0,0,0.513,14.74,0.68,13
5344,Lao,J155248.3+424843,238.19922,42.81245,0.87785,False,False,True,True,False,False,False,False,False,25.33,,0.2,,,,,DESI J155247.81+424844.8,,,,,,p,8.79,,7.54,,,183,23,113.9,15.9,0.26,,,,,,,,,,,,,,,,,,,,,,,
5345,Lao,J155301.7+072046,238.25463,7.34573,0.39504,False,False,False,True,False,False,False,False,False,25.54,,0.9,,,,,DESI J155301.11+072044.6,,,,,,p,60.44,,30.46,,,226,41,109.9,17.4,1.76,,,,,,,,,,,,,,WHL J155255.8+072051,0.3492,s,1420,80,408,0.692,27.3,1.24,23
5346,Lao,J155307.1+281121,238.27766,28.18526,0.52615,False,False,False,False,True,False,False,False,False,25.76,8.79,0.75,,,,,WISEA J155306.63+281106.9,,,,,,s,54.61,,30.91,,,220,34,62.4,58.3,1.88,-23.25,,,,,,,,,,,,,WHL J155306.6+281107,0.5262,s,2039,0,0,0.823,58.33,2.59,35
5347,Lao,J155309.7-002511,238.28953,-0.41943,0.95442,False,False,True,True,False,False,False,False,False,25.5,,0.12,,,,,DESI J155309.49-002510.0,,,,,,p,11.54,,10.52,,,220,27,142.1,20.2,2.25,,,,,,,,,,,,,,WH J155318.0-002526,1.0178,p,3445,129,1068,0.564,28.34,1.28,7
5348,Lao,J155317.7+101913,238.32345,10.31919,0.22633,False,True,False,False,True,False,False,False,False,24.33,8.75,0.49,,,,,WISEA J155317.62+101909.0,,,,,,s,14.71,,10.13,,,67,18,70.9,6.6,1.4,-23.6,,,,,,,,,,,,,maxBCG J155317.6+101909,0.2263,s,951,0,0,0.909,55.68,2.47,28
5349,Lao,J155335.8+544416,238.39715,54.7379,1.10308,False,False,False,True,False,False,False,False,False,25.85,,0.63,,,,,DESI J155335.32+544416.4,,,,,,p,13.11,,8.1,,,168,20,99.5,519,,,,,,,,,,,,,,,,,,,,,,,,
5350,Lao,J155345.2+234833,238.43163,23.80705,0.11761,False,True,False,True,False,False,False,False,False,25.42,8.97,1.78,,,,,DESI J155343.59+234825.4,d,,,,,s,627.95,,162.11,,,277,126,129.2,112.3,0.91,-22.62,,,,,,,,,,,,,,,,,,,,,,
5351,Sasmal,J155345.5+153013,238.439708333333,15.5037777777778,0.13,False,False,True,False,True,False,False,False,False,24.7849390526846,,,,,,,,,c,"1, 13, 20",2MASX,,s,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,Lao,J155346.4+153016,238.43974,15.50377,0.13093,False,True,False,False,True,False,False,False,False,24.84,8.76,1.03,,,,,WISEA J155345.53+153013.5,"f,h,j",,,,,s,140.81,,64.26,,,111,46,78.9,17.4,1.09,-23.37,,,,,,,,,,,,,maxBCG J155345.5+153014,0.1309,s,564,0,0,0.897,50.14,2.23,28
5353,Lao,J155346.7+191518,238.44209,19.25512,0.62913,False,False,False,True,False,False,False,False,False,25.86,,0.14,,,,,WISEA J155346.10+191518.4,c,,,,,s,61.97,,55.9,,,204,29,120.8,11.4,1.31,,,,,,,,,,,,,,Y21 J155355.9+191439,0.7316,p,2678,144,1080,0.516,18.81,0.86,9
5354,Lao,J155400.4-022037,238.50285,-2.3471,0.14517,False,False,False,True,False,False,False,False,False,25.21,,1.34,,,,,DESI J155400.69-022049.6,j,,,,,p,256.38,,92.08,,,216,82,137.4,97.8,1.4,,,,,,,,,,,,,,AMF J155358.4-022041,0.1513,p,648,36,98,0.679,22.05,1.01,15
5355,Lao,J155402.1+150943,238.50831,15.16305,0.13151,False,True,False,True,False,False,False,False,False,24.46,8.45,0.93,,,,,WISEA J155402.00+150947.1,,,,,,s,59.59,,29.32,,,101,42,157.9,105.6,1.1,-22.62,,,,,,,,,,,,,maxBCG J155402.0+150947,0.1318,s,568,0,0,0.601,12.5,0.58,10
5356,Lao,J155404.7+252618,238.52075,25.43753,0.39789,False,False,True,True,False,False,False,False,False,24.93,,0.59,,,,,DESI J155404.98+252615.1,,,,,,p,16.48,,10.49,,,132,24,165.2,19.1,1.86,,,,,,,,,,,,,,GMBCG J155405.0+252615,0.4119,p,1647,0,0,0.56,15.45,0.71,12
5357,Lao,J155414.0+401249,238.55674,40.2128,0.53254,False,False,False,False,True,False,False,False,False,25.55,8.66,0.72,,,,,WISEA J155413.61+401246.0,,,,,,s,33.49,,19.3,,,273,42,60.6,30.7,1.94,-23.18,,,,,,,,,,,,,WH J155405.3+401227,0.3905,s,1570,98,537,0.531,15.75,0.73,9
5358,Lao,J155445.5-022232,238.68989,-2.37566,,False,True,False,True,False,False,False,False,False,,,0.9,,,,,,,,,,,,71.92,,36.2,,,,31,151.2,22.6,,,,,,,,,,,,,,,,,,,,,,,,
5359,Sasmal,J155451.4+581909,238.714208333333,58.3193055555556,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,1,EE,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,Lao,J155454.6+213442,238.72713,21.57733,0.24731,False,False,True,True,False,False,False,False,False,24.56,,1.31,,,,,WISEA J155454.51+213438.3,,,,,,s,17.06,,6.27,,,92,23,124.3,32.1,1.5,,,,,,,,,,,,,,WH J155455.3+213427,0.5331,p,2062,16,104,0.612,27.05,1.23,9
5361,Sasmal,J155518.7+044626,238.828041666667,4.77413888888889,0.54,False,False,True,False,True,False,False,False,False,25.3025027724911,,-0.56,,,,,,,,,SDSS,,s,21,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,Lao,J155518.9+044621,238.82804,4.77416,0.53995,False,False,False,True,False,False,False,False,False,25.43,,0.97,,,,,SDSS J155518.73+044626.9,f,,,,,s,21.98,,10.5,,,249,38,120.1,16.3,1.93,,,,,,,,,,,,,,,,,,,,,,,
5363,Sasmal,J155521.9+453100,238.841666666667,45.5168888888889,0.07,False,True,False,False,True,False,False,False,False,23.7056857572964,,-0.52,,,,,,,,"1, 13",2MASX,,s,44,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,Lao,J155522.3+453058,238.84171,45.51695,0.07118,False,False,False,True,False,False,False,False,False,23.76,7.99,0.47,,,,,WISEA J155522.01+453101.0,f,,,,,s,44.82,,31.33,,,45,32,146.1,29.2,0.96,-21.8,,,,,,,,,,,,,,,,,,,,,,
5365,Sasmal,J155532.4+032657,238.885125,3.44941666666667,0.2,False,False,True,False,True,False,False,False,False,24.6923004182361,,-0.61,,,,,,,,"1, 13",2MASX,,s,46,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,Lao,J155533.0+032702,238.88518,3.44943,0.2042,False,False,False,True,False,False,False,False,False,24.74,,0.67,,,,,WISEA J155532.44+032657.9,f,,,,,s,45.72,,27.49,,,166,48,153.1,63.3,1.48,,,,,,,,,,,,,,WHL J155532.4+032658,0.2042,s,863,0,0,0.746,27.33,1.24,11
5367,Lao,J155549.9+350632,238.95809,35.10905,,False,False,True,True,False,False,False,False,False,,,0.73,,,,,,,,,,,,26.48,,15.22,,,,27,151.8,20.6,,,,,,,,,,,,,,,,,,,,,,,,
5368,Lao,J155607.9+251808,239.03292,25.30234,,False,False,False,True,False,False,False,False,False,,,0.42,,,,,,c,,,,,,9.78,,7.08,,,,23,159.6,24.1,,,,,,,,,,,,,,,,,,,,,,,,
5369,Lao,J155614.8+124811,239.0654,12.80407,0.37312,False,False,False,False,True,False,False,False,False,24.94,8.66,0.37,,,,,WISEA J155615.69+124814.6,,,,,,s,20.69,,15.61,,,175,33,52.5,36.3,1.35,-22.87,,,,,,,,,,,,,GMBCG J155620.6+124813,0.3718,s,1503,71,377,0.718,32.22,1.45,10
5370,Lao,J155627.6+553858,239.11418,55.64931,0.96011,False,False,True,True,False,False,False,False,False,26.44,,0.81,,,,,DESI J155627.40+553857.5,,,,,,p,61.93,,33.48,,,302,37,123,13.2,0.94,,,,,,,,,,,,,,,,,,,,,,,
5371,Lao,J155629.0+294338,239.12115,29.72799,0.52465,False,False,False,True,False,False,False,False,False,25.36,,0.73,,,,,WISEA J155629.07+294340.7,,,,,,s,22.27,,12.77,,,174,27,119.6,9.3,1.77,,,,,,,,,,,,,,CAMIRA J155629.0+294340,0.5247,s,2034,1,6,0.584,23.42,1.07,14
5372,Lao,J155647.9+091606,239.1974,9.26861,0.18513,False,True,False,True,False,False,False,False,False,24.39,9.01,0.92,,,,,WISEA J155647.37+091606.9,,,,,,s,23.69,,11.77,,,70,22,129.5,16.7,1.25,-23.08,,,,,,,,,,,,,AMF J155638.3+091708,0.3203,s,1313,147,709,0.533,14.26,0.66,11
5373,Lao,J155653.1+160252,239.21923,16.04583,0.24033,False,False,False,True,False,False,False,False,False,25.44,,0.76,,,,,DESI J155652.61+160245.0,,,,,,p,154.71,,86.8,,,204,52,133.2,102.2,1.44,,,,,,,,,,,,,,maxBCG J155653.5+160204,0.2332,s,978,42,165,1.019,89.24,3.91,45
5374,Lao,J155655.8+492047,239.23395,49.34693,0.31201,False,False,False,True,False,False,False,False,False,24.75,,0.78,,,,,WISEA J155656.14+492048.9,,,,,,s,17.73,,9.82,,,179,38,137.1,34.1,1.64,,,,,,,,,,,,,,,,,,,,,,,
5375,Lao,J155724.5+301358,239.35165,30.23225,1.30606,False,False,False,True,False,False,False,False,False,26.96,,0.86,,,,,DESI J155724.40+301356.1,,,,,,p,95.29,,49.43,,,241,28,122.4,15.5,0.42,,,,,,,,,,,,,,,,,,,,,,,
5376,Lao,J155729.7+330446,239.37474,33.07964,0.94288,False,False,True,True,False,False,False,False,False,26.75,,0.45,,,,,[HB89] 1555+332,,,,,,s,170.67,,121.21,,,365,45,160.3,49.8,0.18,,,,,,,,,,,,,,,,,,,,,,,
5377,Lao,J155744.0+213157,239.43684,21.5304,0.41928,False,True,False,False,True,False,False,False,False,26.04,,1.34,,,,,SDSS J155744.83+213149.4,b,,,,,s,144.06,,51.93,,,205,36,44.3,8.6,1.87,,,,,,,,,,,,,,WHL J155744.8+213149,0.4205,s,1677,0,0,0.993,103.29,4.5,67
5378,Lao,J155750.2+534336,239.45941,53.72619,0.31207,False,True,False,True,False,False,False,False,False,25.87,8.94,1.12,,,,,WISEA J155750.25+534334.2,a,,,,,s,212.24,,90.07,,,279,59,168.9,238.7,1.65,-24.43,,,,,,,,,,,,,WHL J155750.2+534334,0.3149,s,1293,0,0,0.786,39.02,1.75,25
5379,Lao,J155806.5+451945,239.52709,45.32933,,False,False,False,True,False,False,False,False,False,,,1.44,,,,,,,,,,,,353.19,,117.92,,,,170,156.5,354.2,1.4,,,,,,,,,,,,,,,,,,,,,,,
5380,Lao,J155826.3+085854,239.60896,8.98004,0.22648,False,True,False,True,False,False,False,False,False,24.71,,1.65,,,,,WISEA J155826.15+085848.1,,,,,,s,27.42,,7.77,,,120,32,145.1,31,1.45,,,,,,,,,,,,,,WH J155826.1+085848,0.2268,s,953,0,0,0.697,27,1.23,11
5381,Sasmal,J155830.1+585759,239.625458333333,58.9664166666667,,False,True,False,False,True,False,False,False,False,,,-1.12,,,,,,,,,EE,,,18,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,Lao,J155831.6+340446,239.62888,34.07919,0.13131,False,False,True,False,True,False,False,False,False,24.62,,0.77,,,,,WISEA J155830.93+340445.1,,,,,,s,87.36,,48.63,,,82,34,87,,0.97,,,,,,,,,,,,,,Y21 J155829.3+340251,0.6901,p,2555,116,850,0.555,26.64,1.21,9
