widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
87,Lao,J002842.6+081111,7.17807,8.18522,0.50538,False,False,False,True,False,False,False,False,False,26.09,7.88,0.63,,,,,WISEA J002842.73+081106.7,,,,,,s,136.64,,84.28,,,317,50,141.6,50,1.35,-22.84,,,,,,,,,,,,,,,,,,,,,,
88,Lao,J002850.7+054211,7.21143,5.70316,,False,False,False,True,False,False,False,False,False,,,0.61,,,,,,,,,,,,58.77,,36.96,,,,32,117.3,16.9,1.67,,,,,,,,,,,,,,,,,,,,,,,
89,Lao,J002929.2+042420,7.37031,4.40522,0.40329,False,False,False,True,False,False,False,False,False,25.23,8.87,0.93,,,,,DESI J002928.87+042418.8,,,,,,p,28.23,,13.92,,,161,29,124.8,14.4,1.83,-23.51,,,,,,,,,,,,,AMF J002928.9+042419,0.3857,s,1553,0,0,0.832,52.88,2.35,35
90,Lao,J002952.5-105944,7.47004,-10.99603,0.42404,False,False,False,True,False,False,False,False,False,25.51,,0.91,,,,,DESI J002952.81-105945.7,,,,,,p,47.78,,23.94,,,161,28,103.3,9.7,1.86,,,,,,,,,,,,,,WHL J002952.8-105946,0.4396,p,1744,0,0,0.73,39.75,1.78,23
91,Mirabest,J003003.3+445600,7.5140742,44.93359,0.072,False,True,False,False,False,False,True,False,False,23.94,8.48,,J003003+445600,1866,53314,166,,,,,,1.36,s,26.7,70.2,,,2,36.31,,,,1.07,,11.27,4.2244046478587,2,3.15,9.22029,-0.06,-0.691,0.699,1.227,0.354,6.08,0,,,,,,,,,,
92,Mirabest,J003020.3+415827,7.5847941,41.97432,0.08732,True,False,False,False,False,False,False,False,False,,8.56,,J003020+415827,1735,53035,224,,,,,,0.73,s,31.6,67.6,,,1,,,,,1,,10.57,1.38866776142661,1.95,2.29,9.48662,-0.289,1.84,0.477,2.502,2.074,6.15,0,,,,,,,,,,
93,Lao,J003020.5-010646,7.58575,-1.11348,0.22762,False,True,False,True,False,False,False,False,False,24.93,8.6,1.02,,,,,SDSS J003020.57-010648.5,,,,,,s,51.63,,23.66,,,124,33,140.4,16,1.33,-22.03,,,,,,,,,,,,,WHL J003020.6-010649,0.2276,s,956,0,0,0.638,19.35,0.89,17
94,Mirabest,J003027.8+432902,7.6161387,43.4839,0.2731,False,True,False,False,False,False,False,False,False,25.25,,,J003027+432902,1736,53052,285,,,,,,0.86,s,4.4,82,,,2,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Mirabest,J003029.2+292932,7.621994,29.49227,0.1105,False,True,False,False,False,False,False,False,False,24.12,,,J003029+292932,754,52232,96,,,,,,0.72,s,19.2,43,,,4,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Mirabest,J003108.5+171726,7.7856542,17.29073,0.1876,False,True,False,False,False,False,False,False,False,25.01,,,J003108+171726,1921,53317,354,,,,,,2.63,s,44.8,108,,,4,107.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Mirabest,J003113.2+454446,7.8052414,45.74614,0.185,False,True,False,False,False,False,False,False,False,25.11,,,J003113+454446,1737,53055,197,,,,,,0.38,s,2.7,141,,,4,228.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Mirabest,J003130.9+455657,7.8789439,45.94927,0.0517,False,True,False,False,False,False,True,False,False,24.56,8.22,,J003130+455657,1737,53055,119,,,,,,0.37,s,50.1,576,,,4,116.54,,,,1.01,,11.26,4.33472049036424,1.6,3.3,9.1879,0.141,-2.265,0,0.493,-0.773,7.13,1,,,,,,,,,,
99,Lao,J003133.4+013024,7.89087,1.50426,0.3889,False,False,False,False,True,False,False,False,False,25.66,,1.55,,,,,WISEA J003133.80+013015.3,,,,,,s,68.07,,20.83,,,142,26,56.1,9.2,0.97,,,,,,,,,,,,,,AMF J003132.7+013000,0.3888,s,1564,22,120,0.717,37.29,1.68,25
100,Mirabest,J003135.1+230154,7.896548,23.03191,0.5016,False,True,False,False,False,False,False,False,False,25.63,,,J003135+230154,1204,52669,51,,,,,,1.08,s,3.4,50.1,,,2,35.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mirabest,J003138.4+391047,7.9102971,39.17994,0.09602,True,False,False,False,False,False,False,False,False,,8.05,,J003138+391047,435,51882,11,,,,,,0.24,s,48.8,56.3,,,1,,,,,0.67,,11.23,5.78087687825394,1.3,3.36,8.90783,-0.48,0.183,0.301,1.335,1.28,6.13,0,,,,,,,,,,
102,Mirabest,J003140.4+262115,7.9185206,26.35443,0.1228,False,True,False,False,False,False,False,False,False,24.24,,,J003140+262115,928,52578,450,,,,,,0.42,s,3.2,46,,,4,188.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Mirabest,J003144.9+272435,7.9373556,27.40993,0.1403,False,False,False,False,False,False,True,False,False,24.47,,,J003144+272435,859,52317,124,,,,,,0.25,s,20.2,58.1,,,4,163.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Mirabest,J003145.7+370329,7.9404887,37.05825,0.0774,False,False,True,False,False,False,True,False,False,24.44,8.37,,J003145+370329,543,52017,11,,,,,,0.56,s,5.4,193,,,4,115.39,,,,1.04,,11.39,5.67313114168091,1.99,3.41,9.08417,0.945,1.091,0.845,3.261,0.429,5.92,0,,,,,,,,,,
105,Mirabest,J003145.9+501716,7.9413325,50.28786,0.1336,False,False,True,False,False,False,True,False,False,24.88,,,J003145+501716,1869,53327,61,,,,,,0.15,s,9.6,165,,,4,74.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Lao,J003150.9-102210,7.96215,-10.37,1.99469,False,False,True,True,False,False,False,False,False,27.5,,1.06,,,,,DESI J003150.92-102212.0,,,,,,p,98.87,,44.15,,,291,34,157.1,52.3,0.29,,,,,,,,,,,,,,CAMIRA J003144.7-102235,0.5746,p,2197,95,643,0.456,10.81,0.5,8
107,Mirabest,J003151.7+395936,7.9657552,39.99336,0.06578,True,False,False,False,False,False,False,False,False,,7.36,,J003151+395936,544,52201,370,,,,,,0.31,s,99.2,99.7,,,1,,,,,0.85,,10.83,4.15175112821854,1.51,2.86,8.79536,-0.427,-2.229,0.477,-0.04,-0.198,7.57,1,,,,,,,,,,
108,Mirabest,J003153.8+374711,7.9744746,37.78657,0.0408,False,True,False,False,False,False,False,False,False,25.04,,,J003153+374711,544,52201,127,,,,,,0.63,s,225.5,2843.6,,,4,104.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Lao,J003153.9-074605,7.97372,-7.76841,0.43945,False,False,True,True,False,False,False,False,False,25.3,,0.87,,,,,DESI J003153.69-074606.3,,,,,,p,27.49,,14.21,,,135,23,124.3,12.2,1.5,,,,,,,,,,,,,,WH J003157.8-074322,0.7321,p,2679,175,1312,0.394,11.06,0.52,6
110,Mirabest,J003155.1+270515,7.9797206,27.08766,0.09874,True,False,False,False,False,False,False,False,False,,8.16,,J003155+270515,929,52581,196,,,,,,0.19,s,63.5,53.8,,,1,,,,,0.72,,10.74,2.42538120905707,1.27,3.07,9.17226,0.759,-2.092,1.114,1.197,-1.273,6.38,0,,,,,,,,,,
111,Mirabest,J003204.0+134952,8.017042,13.83116,0.1087,False,True,False,False,False,False,False,False,False,25.03,,,J003204+134952,2266,53679,124,,,,,,1.15,s,7.4,361,,,4,103.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Lao,J003204.2-034843,8.01737,-3.81268,0.32594,False,False,True,True,False,False,False,False,False,25.36,8.9,0.49,,,,,WISEA J003204.16-034845.6,,,,,,s,70.93,,48.9,,,204,42,168,59.2,1.68,-23.39,,,,,,,,,,,,,AMF J003202.3-034857,0.3329,s,1360,31,153,0.846,51.22,2.28,19
113,Mirabest,J003204.8+344030,8.0203552,34.67524,0.0827,False,True,False,False,False,False,False,False,False,23.87,8.34,,J003204+344030,891,52584,471,,,,,,1.29,s,3.7,45,,,2,44.84,,,,1.06,,11.25,5.44462651012283,2.03,3.13,8.97988,1.101,-0.285,0.903,2.599,-0.538,5.82,0,,,,,,,,,,
114,Mirabest,J003215.1+534808,8.0631327,53.80242,0.1398,False,False,True,False,False,False,False,False,False,24.66,,,J003215+534808,1870,53383,569,,,,,,2.4,s,45.3,90.3,,,2,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Mirabest,J003222.0+254812,8.0920359,25.80345,0.137,False,False,True,False,False,False,True,False,False,24.52,,,J003222+254812,1205,52670,491,,,,,,1.02,s,4.3,69.2,,,4,332.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mirabest,J003224.1+190614,8.1004211,19.10409,0.0979,False,True,False,False,False,False,True,False,False,24.58,8.18,,J003224+190614,1922,53315,10,,,,,,1.03,s,113.3,163,,,2,38.08,,,,1.02,,11.4,4.77690615412763,1.61,3.04,9.24353,-1.767,0.224,0,0.105,2.559,7.37,1,,,,,,,,,,
117,Lao,J003226.0-110848,8.10771,-11.14784,1.04234,False,False,True,True,False,False,False,False,False,26.44,,1.41,,,,,DESI J003225.85-110852.2,c,,,,,p,33.87,,11.59,,,424,51,146,55.4,,,,,,,,,,,,,,,WH J003227.6-110642,0.5177,p,2011,133,854,0.502,17.51,0.81,7
118,Mirabest,J003238.5+345537,8.1608007,34.92701,0.0825,False,True,False,False,False,False,False,False,False,24.63,8.63,,J003238+345537,892,52378,127,,,,,,0.16,s,154.9,259.7,,,4,124.74,,,,0.8,,11.2,5.30858549207649,1.38,3.28,8.95186,1.026,-0.555,0.845,2.366,-0.624,6.29,0,,,,,,,,,,
119,Mirabest,J003244.7+284750,8.18653,28.79736,0.2697,False,True,False,False,False,False,True,False,False,25,,,J003244+284750,930,52618,158,,,,,,0.38,s,10.6,47.6,,,4,117.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Mirabest,J003246.6+401457,8.1945826,40.24926,0.1218,False,True,False,False,False,False,False,False,False,24.34,,,J003246+401457,759,52254,395,,,,,,0.85,s,4.3,59,,,2,31.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mirabest,J003246.7+360656,8.1947591,36.11577,0.08626,True,False,False,False,False,False,False,False,False,,8.63,,J003246+360656,892,52378,511,,,,,,0.37,s,13.4,43.1,,,1,,,,,1.03,,11.41,6.36664909637428,2.01,3.09,9.004,0.638,0.279,0.477,2.482,0.248,6.13,0,,,,,,,,,,
122,Mirabest,J003250.9+250247,8.2121582,25.04646,0.241,False,True,False,False,False,False,True,False,False,24.91,,,J003250+250247,1266,52709,270,,,,,,0.73,s,13.9,49.4,,,2,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Mirabest,J003251.0+574751,8.2127614,57.79751,0.272,False,False,True,False,False,False,True,False,False,25.01,,,J003251+574751,1872,53386,410,,,,,,0.46,s,5.7,48.1,,,2,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Mirabest,J003252.0+434748,8.2167033,43.7969,0.1281,False,True,False,False,False,False,False,False,False,25.1,,,J003252+434748,547,51959,251,,,,,,0.38,s,86.2,304,,,4,34.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Mirabest,J003254.9+265511,8.228776,26.91986,0.3251,False,False,True,False,False,False,False,False,False,25.36,,,J003254+265511,1206,52670,53,,,,,,2.46,s,22,71.6,,,2,24.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Mirabest,J003254.9+525738,8.2287832,52.96061,0.1381,False,False,True,False,False,False,False,False,False,24.98,,,J003254+525738,1781,53297,515,,,,,,2.45,s,66.4,194.6,,,2,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Mirabest,J003257.4+522410,8.239358,52.4028,0.2467,False,True,False,False,False,False,False,False,False,24.93,,,J003257+522410,1781,53297,144,,,,,,0.71,s,2.6,49.2,,,4,96.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Mirabest,J003258.9+125817,8.2455251,12.97148,0.1761,False,False,False,False,False,False,True,False,False,26.1,,,J003258+125817,2420,54086,522,,,,,,2.09,s,530.6,1522,,,4,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Mirabest,J003304.1+380415,8.2671906,38.07094,0.1727,False,False,True,False,False,False,False,False,False,25.51,,,J003304+380415,893,52589,394,,,,,,0.33,s,157.3,407.5,,,2,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Mirabest,J003307.5+391116,8.2815938,39.18779,0.4654,False,False,False,False,False,False,False,False,False,25.74,,,J003307+391116,759,52254,12,,,,,,2.84,s,0.7,77,,,2,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Mirabest,J003312.2+543708,8.3010747,54.61903,0.1174,False,True,False,False,False,False,False,False,False,25.24,,,J003312+543708,1782,53299,395,,,,,,1.16,s,12.6,507,,,4,128.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mirabest,J003315.3+040631,8.3138189,4.10876,0.09462,True,False,False,False,False,False,False,False,False,,8.4,,J003315+040631,1184,52641,415,,,,,,0.45,s,21.2,61.5,,,1,,,,,1.01,,11.21,5.02088119686121,1.85,3.18,9.01026,0.265,-2.108,0.477,0.706,-0.801,6.17,0,,,,,,,,,,
133,Mirabest,J003315.4+262354,8.3145681,26.39835,0.2641,False,False,True,False,False,False,True,False,False,25.65,,,J003315+262354,1266,52709,495,,,,,,1.12,s,32.2,225,,,2,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Mirabest,J003315.6+224744,8.3150258,22.79579,0.0958,False,True,False,False,False,False,True,False,False,24.8,8.53,,J003315+224744,1926,53317,156,,,,,,1.4,s,187,282.6,,,2,34.36,,,,1.07,,11.29,4.012831632561,1.89,3.27,9.28492,0.61,-0.049,0.301,2.26,0.081,6.5,0,,,,,,,,,,
135,Mirabest,J003315.9+494636,8.3165939,49.7767,0.09518,True,False,False,False,False,False,False,False,False,,8.21,,J003315+494636,442,51882,258,,,,,,0.76,s,12.5,80.1,,,1,,,,,1.01,,11.3,7.18286410522946,1.98,2.92,8.78923,-0.113,1.598,0.477,2.53,1.76,6.12,0,,,,,,,,,,
136,Mirabest,J003331.1+041749,8.3798986,4.29722,0.0954,False,False,True,False,False,False,False,False,False,24.47,,,J003331+041749,1185,52642,423,,,,,,0.73,s,2.4,132,,,4,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Mirabest,J003333.0+535711,8.3878428,53.95321,0.1689,False,True,False,False,False,True,False,False,False,24.82,,,J003333+535711,1782,53299,213,,,,,,1.25,s,7.6,87,,,2,45.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Mirabest,J003336.0+153446,8.4000778,15.57964,0.093,False,True,False,False,False,False,False,False,False,24.7,8.97,,J003336+153446,2272,53713,551,,,,,,0.61,s,42.2,239,,,4,57.51,,,,1.03,,11.41,5.72350891677899,2.01,3.84,9.0965,0.846,2.066,0.954,3.742,1.102,6.17,0,,,,,,,,,,
139,Mirabest,J003338.2+143704,8.4092631,14.61805,0.2824,False,True,False,False,False,False,True,False,False,25.13,,,J003338+143704,2272,53713,13,,,,,,0.98,s,3.8,58.3,,,2,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Mirabest,J003338.6+410305,8.4111526,41.05155,0.05798,True,False,False,False,False,False,False,False,False,,8.2,,J003338+410305,761,52266,187,,,,,,1.02,s,82,81.3,,,1,,,,,1.05,,11.17,3.87333691979985,2.06,3.07,9.19565,0.141,-1.183,0,1.133,-0.134,5.77,0,,,,,,,,,,
141,Mirabest,J003342.3+481743,8.426472,48.29534,0.183,False,True,False,False,False,False,False,False,False,24.7,,,J003342+481743,443,51873,174,,,,,,1.99,s,5.1,56,,,2,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Mirabest,J003343.7+175139,8.4322627,17.86099,0.0905,False,True,False,False,False,False,False,False,False,24.83,8.69,,J003343+175139,2273,53709,201,,,,,,0.75,s,46.1,339,,,4,151.78,,,,1.04,,11.64,7.01721152933417,1.96,2.98,9.14949,0.551,-0.79,0.699,1.765,-0.3,6.18,0,,,,,,,,,,
143,Mirabest,J003343.8+523016,8.4325053,52.50459,0.4667,False,False,True,False,False,False,False,False,False,25.66,,,J003343+523016,444,51883,303,,,,,,1.44,s,3.4,62.4,,,2,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Mirabest,J003344.5+035903,8.4356979,3.98433,0.2013,False,True,False,False,False,False,True,False,False,24.81,,,J003344+035903,1185,52642,119,,,,,,0.09,s,3.1,58.7,,,2,40.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Mirabest,J003347.6+394843,8.4483515,39.81215,0.2356,False,False,True,False,False,False,False,False,False,24.99,,,J003347+394843,894,52615,463,,,,,,0.54,s,13.9,62.5,,,2,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Mirabest,J003349.2+463510,8.4550868,46.58636,0.1249,False,False,True,False,False,False,True,False,False,24.55,,,J003349+463510,548,51986,512,,,,,,1.15,s,11.2,91,,,4,108.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Mirabest,J003350.2+160053,8.4593414,16.01493,0.091,False,True,False,False,False,False,False,False,False,24.03,8.52,,J003350+160053,2274,53726,488,,,,,,0.59,s,18.5,53,,,2,121.95,,,,0.99,,11.39,5.42510159218782,1.96,3.2,9.123,-0.308,-1.622,0.477,0.435,0.044,6.22,0,,,,,,,,,,
148,Mirabest,J003354.3+322825,8.4764445,32.47367,0.2797,False,True,False,False,False,False,False,False,False,25.03,,,J003354+322825,932,52620,488,,,,,,0.64,s,2.4,46.7,,,2,52.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Mirabest,J003356.3+175415,8.4846741,17.9044,0.0895,False,True,False,False,False,False,True,False,False,24.81,8.1,,J003356+175415,2273,53709,88,,,,,,0.66,s,231.8,328.8,,,4,179.9,,,,0.82,,11.21,6.37854689346748,1.39,3.35,8.80238,0.273,-0.253,0.477,1.811,0.288,6.43,0,,,,,,,,,,
150,Mirabest,J003357.7+224436,8.490686,22.74342,0.08729,True,False,False,False,False,False,False,False,False,,8.32,,J003357+224436,1929,53349,355,,,,,,1.95,s,102.7,148.8,,,1,,,,,1.01,,11.29,5.30797373923133,2,3.19,9.04196,-0.284,-1.071,0.477,0.784,0.347,5.99,0,,,,,,,,,,
151,Mirabest,J003404.5+391420,8.5188029,39.23904,0.2066,False,True,False,False,False,False,False,False,False,24.88,,,J003404+391420,894,52615,29,,,,,,1.08,s,2.2,65,,,4,114.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Mirabest,J003404.6+414738,8.5193222,41.79392,0.132,False,False,True,False,False,False,False,False,False,24.84,,,J003404+414738,761,52266,5,,,,,,0.34,s,5.9,155,,,4,161.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Lao,J003405.2+062044,8.52016,6.3417,0.12517,False,False,False,False,True,False,False,False,False,25.11,,1.38,,,,,DESI J003404.84+062030.1,,,,,,p,278.36,,97.17,,,104,45,37.5,13.5,1.05,,,,,,,,,,,,,,AMF J003405.6+062035,0.1327,s,571,13,32,1.083,82.49,3.62,36
154,Mirabest,J003406.5+223423,8.5274546,22.57306,0.0869,False,True,False,False,False,False,False,False,False,24.53,8.85,,J003406+223423,1929,53349,184,,,,,,0.52,s,92.8,185.3,,,4,133.07,,,,1.02,,11.37,5.15547090711087,1.89,3.32,9.14728,-0.735,-0.821,0.477,0.492,0.935,6.28,0,,,,,,,,,,
155,Mirabest,J003407.1+223905,8.5299555,22.65163,0.0864,False,True,False,False,False,False,False,False,False,24.21,8.84,,J003407+223905,1929,53349,189,,,,,,2.48,s,16.1,90,,,4,123.31,,,,1.04,,11.52,6.3785852427523,1.97,3.27,9.11237,-0.569,-0.665,0.477,0.746,0.866,6.26,0,,,,,,,,,,
156,Mirabest,J003410.0+351713,8.5420003,35.28709,0.2688,False,False,True,False,False,False,False,False,False,25.25,,,J003410+351713,1197,52668,499,,,,,,0.48,s,6,85.6,,,2,37.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Lao,J003414.4-020455,8.56123,-2.08458,0.08206,False,False,False,True,False,False,False,False,False,24.24,,1.21,,,,,IC 0030,,,,,,s,94.77,,37.62,,,52,33,131.7,22.3,,,,,,,,,,,,,,,AMF J003414.7-020504,0.0821,s,358,0,0,0.973,57.56,2.55,45
158,Mirabest,J003415.1+451519,8.5630229,45.25542,0.18,False,True,False,False,False,False,False,False,False,25,,,J003415+451519,548,51986,18,,,,,,1.04,s,28.2,115,,,2,85.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Mirabest,J003416.3+250840,8.5680105,25.14459,0.2597,False,False,False,False,False,False,True,False,False,25.22,,,J003416+250840,1928,53327,570,,,,,,2.37,s,19.3,85.3,,,2,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Mirabest,J003416.7+580321,8.569751,58.05595,0.09336,True,False,False,False,False,False,False,False,False,,8.37,,J003416+580321,1784,54425,382,,,,,,0.04,s,53,57.3,,,1,,,,,1.12,,11.58,11.3965949422412,2.11,2.54,8.66827,-0.015,0.088,0.699,1.733,0.771,6.08,0,,,,,,,,,,
161,Mirabest,J003425.2+090920,8.6051839,9.15577,0.2242,False,False,True,False,False,False,False,False,False,25.1,,,J003425+090920,1759,53081,339,,,,,,0.92,s,17.7,90.5,,,2,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Mirabest,J003426.5+440109,8.6105103,44.01934,0.05542,True,False,False,False,False,False,False,False,False,,8.29,,J003426+440109,762,52232,147,,,,,,0.21,s,139.3,130.3,,,1,,,,,1.12,,11.08,3.73447166000055,1.87,3.28,9.13736,-0.999,0.643,-99,1.102,2.058,7.24,1,,,,,,,,,,
163,Mirabest,J003427.4+184300,8.6142212,18.71675,0.1665,False,True,False,False,False,False,True,False,False,24.5,,,J003427+184300,2275,53709,72,,,,,,0.7,s,6.5,43.4,,,2,35.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Mirabest,J003427.7+053242,8.6155192,5.54502,0.0993,False,False,True,False,False,False,True,False,False,24.13,7.66,,J003427+053242,1186,52646,613,,,,,,1.55,s,16.5,55,,,4,155.19,,,,0.99,,11.3,8.74012309873618,1.64,2.42,8.61879,-1.358,-1.156,0.301,-0.313,1.344,7.23,1,,,,,,,,,,
165,Lao,J003430.6+114047,8.62708,11.67803,0.43179,False,False,True,False,True,False,False,False,False,25.14,8.46,0.42,,,,,WISEA J003430.49+114040.9,,,,,,s,23.76,,17.27,,,162,28,78.8,9.1,1.97,-23.54,,,,,,,,,,,,,AMF J003430.5+114041,0.434,s,1725,0,0,0.867,61.62,2.73,39
166,Mirabest,J003434.7+044409,8.6448354,4.73584,0.4554,False,False,True,False,False,False,False,False,False,25.49,,,J003434+044409,1187,52708,202,,,,,,2.48,s,7.7,45.2,,,2,33.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Mirabest,J003434.9+325311,8.6457255,32.88662,0.2128,False,False,True,False,False,False,True,False,False,25.15,,,J003434+325311,1209,52674,339,,,,,,1.08,s,11.4,114,,,2,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Lao,J003436.2+021437,8.65178,2.24366,0.70752,False,False,False,True,False,False,False,False,False,26.57,,0.97,,,,,WISEA J003436.43+021436.7,,,,,,s,158.72,,76.01,,,429,58,101.1,35.8,1.23,,,,,,,,,,,,,,WH22 J003436.4+021437,0.797,p,2865,0,0,0.472,20.08,0.92,11
169,Mirabest,J003437.0+285038,8.6543966,28.84411,0.079,False,True,False,False,False,False,False,False,False,25.14,,,J003437+285038,1269,52937,243,,,,,,0.39,s,124.7,926,,,2,299.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Mirabest,J003440.1+294902,8.6673238,29.8174,0.0648,False,False,True,False,False,False,True,False,False,24.76,8.26,,J003440+294902,1269,52937,228,,,,,,2.41,s,75,584,,,2,43.53,,,,0.95,,11.24,9.28997037032207,1.42,2.51,8.50579,-1.381,0.538,0,0.667,2.368,7.78,1,,,,,,,,,,
171,Lao,J003446.2-040311,8.69267,-4.05316,,False,False,False,True,False,False,False,False,False,,,1.69,,,,,,,,,,,,111.42,,30.8,,,,100,158.4,182.4,1.03,,,,,,,,,,,,,,,,,,,,,,,
172,Mirabest,J003446.2+402043,8.6926056,40.34532,0.1683,False,True,False,False,False,False,True,False,False,24.49,,,J003446+402043,828,52317,562,,,,,,2.78,s,20.8,41.3,,,2,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Mirabest,J003455.9+510525,8.7330922,51.09031,0.1263,False,True,False,False,False,False,True,False,False,24.93,,,J003455+510525,447,51877,292,,,,,,0.63,s,77.6,209.6,,,4,137.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Mirabest,J003459.1+115455,8.7462901,11.9154,0.2445,False,True,False,False,False,False,False,False,False,25.4,,,J003459+115455,2428,53801,139,,,,,,0.35,s,59,147.9,,,4,127.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mirabest,J003501.0+592847,8.7542664,59.4798,0.2716,False,True,False,False,False,False,True,False,False,24.96,,,J003501+592847,1785,54439,303,,,,,,0.77,s,4.4,42.8,,,4,59.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Mirabest,J003501.4+112554,8.7560059,11.43182,0.06624,True,False,False,False,False,False,False,False,False,,8.44,,J003501+112554,2574,54084,331,,,,,,1.95,s,168.8,175.4,,,1,,,,,1.15,,11.46,6.90910400464149,1.86,3.01,8.98298,-0.405,-1.894,0.301,0.18,-0.022,6.15,0,,,,,,,,,,
177,Mirabest,J003501.9+421952,8.7580658,42.33136,0.133,False,False,True,False,False,False,False,False,False,24.96,,,J003501+421952,896,52592,94,,,,,,0.24,s,14.5,201,,,4,132.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Sasmal,J003503.4-083439,8.7645,-8.57755555555556,,False,False,True,True,False,False,False,False,False,,,,,,,,,,,8,2MASS,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Mirabest,J003506.1+293555,8.7756836,29.59872,0.0701,False,False,True,False,False,False,False,False,False,23.97,7.95,,J003506+293555,1588,52965,507,,,,,,0.99,s,14.1,79.6,,,2,31.29,,,,1.03,,11.52,12.3542607007558,2.05,2.57,8.53819,1.041,-0.523,0.845,2.4,-0.621,5.74,0,,,,,,,,,,
180,Mirabest,J003511.9+314708,8.7997355,31.78564,0.0673,False,True,False,False,False,False,True,False,False,25.25,,,J003511+314708,1270,52991,414,,,,,,0.43,s,22,1647,,,4,265.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Mirabest,J003512.2+580948,8.8009288,58.1634,0.2216,False,False,True,False,False,False,False,False,False,24.88,,,J003512+580948,1784,54425,584,,,,,,0.6,s,6.2,55.2,,,2,19.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Mirabest,J003512.8+570004,8.8036591,57.00119,0.1937,False,False,True,False,False,False,False,False,False,25.51,,,J003512+570004,448,51900,335,,,,,,0.37,s,0.8,322,,,4,143.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
