RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
193.97745,44.08941,0.24278,24.97,186.0,,1.31,False,True,True,False,J125554.78+440525.2,,DESI J125554.59+440521.9,p,"FR-II,WAT",51.97,30.07,0.72,166.3,33.8,47,,GMBCG J125550.3+440401,0.3281,s,1342.0,93.0,456.0,0.612,19.78,0.91,19.0
194.00216,28.51273,0.26135,25.11,209.0,,1.41,False,False,True,False,J125600.12+283034.3,,WISEA J125600.51+283045.8,s,"--,WAT",55.87,24.75,1.07,141.0,32.7,50,,WHL J125605.5+283021,0.1434,s,616.0,70.0,183.0,0.641,22.58,1.03,13.0
194.01823,25.2654,0.27874,24.94,262.0,,1.5,False,False,True,False,J125604.60+251600.6,,WISEA J125604.37+251555.4,s,"--,WAT",34.59,17.63,0.88,162.1,119.7,60,,maxBCG J125608.8+251707,0.2811,s,1164.0,94.0,414.0,0.84,48.85,2.18,24.0
194.0921,1.42641,0.33445,25.88,342.0,,1.74,False,False,True,False,J125623.08+012522.8,f,WISEA J125622.10+012535.0,s,"--,WAT",165.87,54.59,1.46,102.0,26.8,69,,WHL J125622.1+012535,0.3399,s,1386.0,0.0,0.0,0.83,50.72,2.26,30.0
194.10796,4.0898,0.81811,26.17,280.0,,2.06,True,False,True,False,J125626.25+040525.2,,DESI J125625.91+040523.3,p,"FR-I,WAT",48.21,25.66,0.83,137.8,24.0,36,,,,,,,,,,,
194.20142,48.297,0.02858,22.77,14.0,7.45,0.66,False,False,True,False,J125648.57+481749.8,,NGC 4837 NED01,s,"--,WAT",28.85,12.94,1.05,160.1,23.2,24,-21.8,WH J125658.7+481937,0.7954,p,2861.0,149.0,1151.0,0.462,14.04,0.65,6.0
194.24734,6.31626,0.09231,24.6,199.0,8.5,0.97,False,False,True,False,J125658.49+061915.6,j,WISEA J125659.36+061858.5,s,"--,WAT",159.92,39.51,1.83,160.6,130.8,112,-22.64,maxBCG J125659.4+061858,0.0936,s,407.0,0.0,0.0,0.582,17.45,0.8,12.0
194.28531,29.27684,,,,,1.33,False,False,True,False,J125708.47+291636.6,,,,"--,WAT",37.97,24.67,0.57,118.1,6.7,24,,,,,,,,,,,
194.34623,49.78374,0.2468,24.68,88.0,8.84,1.53,True,False,True,False,J125723.54+494705.3,,2MASX J12572317+4947014,s,"FR-I,WAT",25.28,14.28,0.75,123.5,14.2,22,-23.01,maxBCG J125723.1+494701,0.2468,s,1032.0,0.0,0.0,0.698,29.04,1.32,14.0
194.3515,27.49786,0.02448,23.05,23.0,8.65,,False,False,True,False,J125724.55+272955.7,,NGC 4839,s,"--,WAT",76.44,38.52,0.9,168.1,86.6,45,-22.74,,,,,,,,,,
194.44011,48.91902,0.26037,25.32,212.0,,1.57,True,False,False,True,J125746.86+485500.6,,2MASX J12574568+4855083,s,"FR-I,NAT",89.52,37.0,1.16,87.2,20.5,51,,maxBCG J125746.4+485516,0.2815,p,1166.0,11.0,49.0,0.953,67.08,2.96,43.0
194.4547,14.00751,0.65415,25.37,279.0,,1.82,False,True,True,False,J125749.28+140028.5,,DESI J125749.13+140027.0,p,"FR-II,WAT",13.94,8.17,0.7,163.7,112.2,39,,Y21 J125749.1+140027,0.6988,p,2581.0,0.0,0.0,0.665,33.78,1.52,13.0
194.45985,15.4884,,,,,,False,True,True,False,J125750.36+152918.2,,,,"FR-II,WAT",10.68,3.91,1.32,144.0,22.4,33,,,,,,,,,,,
194.50735,31.34628,0.71668,26.5,751.0,,1.44,False,True,True,False,J125801.90+312056.7,,DESI J125801.76+312046.6,p,"FR-II,WAT",113.27,44.01,1.24,93.6,11.6,101,,Y21 J125801.8+312047,0.7308,p,2676.0,0.0,0.0,0.605,22.62,1.03,12.0
194.50643,52.86235,1.12047,26.68,337.0,,0.55,False,True,True,False,J125801.95+525147.6,,DESI J125801.54+525144.5,p,"FR-II,WAT",71.37,36.56,0.88,150.2,127.5,40,,,,,,,,,,,
194.58008,44.53136,,,,,,False,False,True,False,J125819.22+443152.9,"b,g,j",,,"--,WAT",72.41,42.91,0.69,130.8,15.0,32,,,,,,,,,,,
194.59497,11.17768,0.95361,26.13,252.0,,1.25,False,True,True,False,J125822.74+111044.9,j,DESI J125822.79+111039.7,p,"FR-II,WAT",29.19,14.58,0.91,101.8,13.5,31,,WH J125822.8+111040,0.9812,p,3354.0,0.0,0.0,0.53,26.33,1.2,13.0
194.67737,5.81526,0.41537,25.15,153.0,8.86,1.92,False,False,False,True,J125843.22+054905.7,,WISEA J125842.56+054854.9,s,"--,NAT",22.2,11.21,0.9,70.3,11.4,27,-23.29,WHL J125842.6+054855,0.4154,s,1659.0,0.0,0.0,0.696,36.33,1.63,24.0
194.71231,50.69502,0.99413,26.53,502.0,,,False,True,True,False,J125851.17+504140.7,,DESI J125850.95+504142.1,p,"FR-II,WAT",28.56,5.71,2.11,164.0,84.9,61,,,,,,,,,,,
194.78604,41.49386,0.2783,25.15,170.0,,1.33,False,False,True,False,J125909.55+412928.4,,WISEA J125908.65+412937.9,s,"--,WAT",54.76,25.45,1.01,138.2,40.4,39,,maxBCG J125908.6+412938,0.2791,s,1157.0,0.0,0.0,0.883,56.42,2.51,31.0
194.8092,38.23766,0.42864,24.95,104.0,,1.96,False,True,True,False,J125914.32+381419.2,,WISEA J125914.20+381415.5,s,"FR-II,WAT",13.75,7.93,0.72,109.7,41.2,18,,WHL J125914.2+381415,0.4287,s,1706.0,1.0,6.0,0.815,51.99,2.31,42.0
194.82018,1.42846,0.71306,26.68,371.0,,2.03,False,False,True,False,J125916.96+012539.0,,WISEA J125916.84+012542.4,s,"--,WAT",205.83,103.03,0.91,104.1,14.6,50,,Y21 J125916.8+012543,0.713,s,2623.0,0.0,0.0,0.502,20.68,0.95,7.0
194.83568,1.94762,0.82538,25.23,156.0,,1.88,False,True,True,False,J125920.55+015650.4,,DESI J125920.56+015651.4,p,"FR-II,WAT",9.39,9.95,-0.08,160.4,13.4,20,,Y21 J125920.6+015651,0.7932,p,2854.0,0.0,0.0,0.697,45.09,2.02,16.0
194.87718,49.10065,0.25568,24.38,74.0,,1.63,False,True,False,True,J125929.88+490607.0,"a,f",WISEA J125930.52+490602.3,s,"FR-II,NAT",11.86,6.8,0.73,68.8,8.2,18,,AMF J125937.5+490602,0.5417,s,2090.0,68.0,447.0,0.622,27.55,1.25,18.0
194.89883,27.95926,0.02391,23.48,18.0,8.63,0.86,True,False,False,True,J125935.48+275740.7,a,NGC 4874,s,"FR-I,NAT",215.17,118.82,0.78,64.7,8.2,37,-23.43,PSZ2 G057.80+88.00,0.023,p,102.0,46.0,22.0,,,,
194.92431,46.29443,0.42199,24.97,189.0,8.82,1.93,True,False,True,False,J125942.39+461743.7,f,SDSS J125941.83+461739.9,s,"FR-I,WAT",14.28,7.47,0.85,97.1,12.1,33,-22.99,WHL J125941.8+461740,0.422,s,1683.0,0.0,0.0,0.476,14.09,0.65,7.0
194.97535,62.67058,0.32761,25.08,239.0,7.82,1.61,False,True,True,False,J125953.66+623959.4,,SDSS J125954.08+624013.8,s,"FR-II,WAT",30.22,12.33,1.18,154.1,48.8,49,-22.53,,,,,,,,,,
195.04681,-4.44337,0.20726,24.44,87.0,,,True,False,False,True,J130010.40-042636.0,,WISEA J130011.23-042636.1,s,"FR-I,NAT",21.11,10.52,0.91,61.8,9.9,25,,WHY18 J130016.0-042737,0.2077,p,877.0,94.0,331.0,0.749,35.13,1.58,23.0
195.13102,-3.62954,0.37469,25.94,320.0,,1.7,False,False,True,False,J130031.26-033743.8,,DESI J130031.44-033746.3,p,"--,WAT",171.16,81.8,0.97,135.6,55.7,60,,CFSFDP J130036.4-033749,0.5107,p,1987.0,74.0,472.0,0.526,10.23,0.48,7.0
195.13402,31.09776,,,,,,False,False,True,False,J130032.16+310551.9,,,,"--,WAT",16.31,6.47,1.21,134.0,18.6,30,,,,,,,,,,,
195.29786,28.30826,0.35842,,124.0,,0.62,True,False,True,False,J130111.14+281827.1,f,DESI J130111.49+281829.7,p,"FR-I,WAT",41.51,,,102.5,8.5,24,,Y21 J130111.4+282017,0.2243,s,943.0,107.0,400.0,0.61,19.21,0.88,7.0
195.31221,20.37898,0.88614,26.25,335.0,,1.29,False,False,True,False,J130115.21+202252.4,,DESI J130114.93+202244.3,p,"--,WAT",39.74,16.78,1.13,95.9,16.4,42,,WH J130114.9+202244,0.9759,p,3341.0,0.0,0.0,0.525,27.94,1.27,9.0
195.31474,16.18497,0.26721,25.04,161.0,8.53,1.5,True,False,True,False,J130116.15+161107.0,,WISEA J130115.53+161105.8,s,"FR-I,WAT",50.14,31.08,0.63,158.0,39.0,38,-22.94,WHL J130115.5+161106,0.2672,s,1111.0,0.0,0.0,0.672,27.75,1.26,14.0
195.34251,0.95396,0.44389,25.11,289.0,9.14,1.87,False,True,True,False,J130122.50+005711.3,,WISEA J130122.20+005714.2,s,"FR-II,WAT",18.07,9.72,0.81,159.5,45.3,49,-23.23,CFSFDP J130122.2+005714,0.4448,s,1762.0,0.0,0.0,0.538,13.45,0.62,8.0
195.34773,50.30841,0.38611,25.51,168.0,,0.2,False,False,True,False,J130123.54+501834.7,,WISEA J130123.45+501830.2,s,"--,WAT",60.16,30.97,0.87,108.9,11.2,31,,Y21 J130133.0+501752,0.8741,p,3076.0,99.0,788.0,0.719,53.84,2.39,16.0
195.4814,7.55926,0.28957,25.37,103.0,,1.31,True,False,False,True,J130155.53+073338.7,,DESI J130155.54+073333.3,p,"FR-I,NAT",95.38,67.63,0.45,79.0,8.3,23,,Y21 J130155.5+073333,0.3109,p,1278.0,0.0,0.0,0.545,14.34,0.66,7.0
195.62273,7.47886,0.91004,26.35,233.0,,0.99,False,False,True,False,J130229.07+072838.3,,DESI J130229.46+072843.9,p,"--,WAT",62.17,36.73,0.69,160.5,20.1,29,,,,,,,,,,,
195.70158,53.28399,0.22872,24.87,193.0,,1.22,False,False,True,False,J130248.29+531655.2,,DESI J130248.38+531702.3,p,"--,WAT",42.1,15.88,1.28,166.8,18.2,51,,AMF J130259.1+531729,0.2863,s,1184.0,100.0,446.0,0.631,19.83,0.91,8.0
195.75426,21.46834,0.48914,25.44,299.0,7.89,1.88,False,False,True,False,J130301.35+212809.0,,SDSS J130301.02+212806.0,s,"--,WAT",30.05,15.63,0.86,168.5,125.5,48,-22.72,WHL J130306.9+212956,0.509,p,1982.0,137.0,872.0,,,,
195.77397,50.69315,0.53085,25.75,188.0,,1.57,True,False,True,False,J130306.00+504140.2,,WISEA J130305.75+504135.3,s,"FR-I,WAT",45.93,19.97,1.09,145.0,16.0,29,,,,,,,,,,,
195.78629,23.52933,0.39932,25.11,155.0,8.42,1.83,False,False,True,False,J130308.96+233147.4,,WISEA J130308.70+233145.5,s,"--,WAT",19.82,7.71,1.24,151.2,61.6,28,-23.13,CFSFDP J130308.7+233146,0.3995,s,1603.0,0.0,0.0,0.536,19.14,0.88,11.0
195.82131,31.83405,0.16641,25.21,280.0,,1.16,False,False,False,True,J130317.10+315016.6,a,DESI J130317.11+315002.6,p,"--,NAT",215.42,161.24,0.38,46.6,8.6,95,,maxBCG J130315.5+315019,0.1694,s,723.0,26.0,78.0,1.096,93.98,4.11,71.0
195.85284,44.42854,0.12977,24.01,76.0,,1.13,False,True,True,False,J130324.47+442541.8,,WISEA J130324.68+442542.7,s,"FR-II,WAT",23.17,17.04,0.4,159.6,120.4,32,,,,,,,,,,,
195.86542,49.59947,0.25471,25.0,320.0,8.56,1.55,False,True,True,False,J130328.44+493553.8,j,WISEA J130327.70+493558.0,s,"FR-II,WAT",49.68,27.98,0.75,147.6,80.9,78,-23.7,GMBCG J130327.7+493558,0.2547,s,1062.0,0.0,0.0,0.619,19.73,0.9,8.0
195.94031,40.64097,,,,,,False,True,True,False,J130345.67+403827.5,,,,"FR-II,WAT",23.23,10.26,1.07,130.8,12.9,27,,,,,,,,,,,
195.95847,48.81299,0.60269,25.93,207.0,,0.01,False,False,True,False,J130349.86+484847.9,,SDSS J130350.03+484846.7,s,"--,WAT",75.1,61.95,0.25,143.0,20.0,30,,WHL J130406.2+484727,0.356,p,1445.0,179.0,925.0,,,,
196.00921,51.4113,0.23554,24.61,77.0,,1.46,True,False,False,True,J130402.27+512447.6,,WISEA J130402.20+512440.6,s,"FR-I,NAT",21.95,8.52,1.24,65.5,9.1,20,,GMBCG J196.00914+51.41109,0.256,p,1068.0,1.0,4.0,,,,
196.01847,20.8766,0.27952,25.19,425.0,8.66,1.6,False,True,True,False,J130405.18+205246.0,,WISEA J130404.43+205235.7,s,"FR-II,WAT",52.64,17.12,1.47,144.9,72.2,97,-23.57,maxBCG J130404.4+205236,0.2795,s,1158.0,0.0,0.0,0.81,45.61,2.04,19.0
196.0358,33.15634,,,,,,False,True,True,False,J130408.59+330922.8,,,,"FR-II,WAT",37.29,19.94,0.82,168.6,73.4,36,,,,,,,,,,,
196.03868,18.93024,0.19675,24.77,165.0,8.71,1.31,False,True,True,False,J130409.71+185559.8,"f,g,j",WISEA J130409.28+185548.8,s,"FR-II,WAT",50.93,26.33,0.87,117.0,24.7,49,-22.62,GMBCG J130409.3+185549,0.1967,s,833.0,0.0,0.0,0.787,29.0,1.31,19.0
196.0918,42.33712,0.51076,25.49,210.0,,1.86,False,True,True,False,J130422.08+422023.4,,WISEA J130422.03+422013.6,s,"FR-II,WAT",24.14,8.39,1.39,110.7,20.1,33,,Y21 J130422.1+422014,0.5109,s,1988.0,0.0,0.0,0.676,19.6,0.9,15.0
196.0928,20.26568,0.19207,24.86,135.0,,1.26,True,False,True,False,J130422.57+201551.0,,WISEA J130422.27+201556.4,s,"FR-I,WAT",65.74,33.55,0.88,114.9,17.4,41,,maxBCG J130422.3+201556,0.1921,s,815.0,0.0,0.0,0.79,34.96,1.57,28.0
196.21092,29.53952,,,,,2.42,False,False,True,False,J130450.62+293222.3,,,,"--,WAT",20.73,10.42,0.9,138.7,22.6,37,,,,,,,,,,,
196.26599,22.14102,0.73009,25.95,217.0,,0.25,False,True,True,False,J130503.97+220825.8,,DESI J130503.84+220827.7,p,"FR-II,WAT",35.36,16.74,0.98,156.8,20.6,29,,Y21 J130455.0+220802,0.58,s,2214.0,126.0,856.0,0.594,26.72,1.21,7.0
196.29202,24.82869,,,,,,False,False,True,False,J130510.08+244943.3,,,,"--,WAT",36.38,12.54,1.4,136.1,15.4,46,,,,,,,,,,,
196.36363,26.75205,0.33212,25.47,158.0,8.94,1.69,True,False,True,False,J130526.88+264510.0,,WISEA J130527.27+264507.3,s,"FR-I,WAT",78.83,41.05,0.86,132.5,24.2,32,-23.4,WHL J130527.2+264507,0.3321,s,1357.0,0.0,0.0,0.641,28.3,1.28,19.0
196.36305,29.11231,0.73112,25.62,149.0,,2.07,False,False,True,False,J130527.45+290647.8,,WISEA J130527.13+290644.3,s,"--,WAT",13.95,5.31,1.27,102.8,12.8,20,,WHL J130524.6+290704,0.7311,s,2676.0,38.0,285.0,0.79,61.54,2.73,25.0
196.38159,37.59732,0.6947,25.77,249.0,,,False,False,True,False,J130532.07+373547.8,,DESI J130531.58+373550.4,p,"--,WAT",29.16,16.35,0.76,128.6,33.0,34,,Y21 J130528.2+373820,0.6906,p,2557.0,154.0,1129.0,0.617,29.86,1.35,12.0
196.45596,24.46552,0.42339,25.33,126.0,,1.86,False,False,False,True,J130549.91+242800.6,,WISEA J130549.43+242755.8,s,"--,NAT",30.62,13.89,1.04,52.9,5.4,22,,WHL J130550.2+242750,0.4272,s,1701.0,12.0,69.0,0.881,63.78,2.82,21.0
196.46509,39.69245,0.94141,25.36,203.0,,0.91,True,False,True,False,J130551.82+394138.4,,DESI J130551.62+394132.8,p,"FR-I,WAT",7.54,5.86,0.33,147.8,26.9,25,,,,,,,,,,,
196.48575,20.59385,0.39481,25.47,148.0,,1.82,True,False,False,True,J130556.47+203536.0,,DESI J130556.58+203537.9,p,"FR-I,NAT",51.18,24.66,0.96,59.4,6.9,27,,WHL J130556.7+203533,0.4099,s,1640.0,5.0,28.0,0.955,88.54,3.88,54.0
196.52959,33.63708,0.30082,24.77,106.0,8.73,1.69,False,False,True,False,J130607.40+333813.5,f,WISEA J130607.10+333813.4,s,"--,WAT",22.14,16.08,0.42,120.8,12.8,23,-22.81,CAMIRA J130607.1+333814,0.3019,s,1244.0,0.0,0.0,0.532,15.58,0.72,10.0
196.5802,11.22772,0.08571,24.94,100.0,,,True,False,True,False,J130619.87+111345.6,,WISEA J130619.25+111339.8,s,"FR-I,WAT",433.02,164.57,1.27,161.0,30.2,60,,WH J130619.2+111340,0.0857,s,373.0,0.0,0.0,0.543,11.94,0.56,6.0
196.59099,31.56661,0.39621,25.11,281.0,,0.55,False,True,True,False,J130621.64+313405.0,,DESI J130621.81+313359.8,s,"FR-II,WAT",26.53,19.91,0.38,159.3,283.2,51,,Y21 J130625.9+313548,0.3969,s,1594.0,120.0,664.0,0.531,14.55,0.67,13.0
196.62726,-5.65749,0.41906,25.08,285.0,,,False,True,True,False,J130630.08-053931.8,f,DESI J130630.54-053927.0,p,"FR-II,WAT",21.63,15.63,0.43,122.5,24.9,50,,Y21 J130629.6-054001,0.4263,p,1698.0,37.0,214.0,0.936,75.5,3.32,38.0
196.68715,22.22528,0.77861,26.24,253.0,,0.08,False,False,True,False,J130645.18+221336.2,,DESI J130644.92+221331.0,p,"--,WAT",43.02,13.71,1.5,134.4,23.4,33,,,,,,,,,,,
196.70964,44.39214,,,,,,False,False,True,False,J130650.31+442331.7,,,,"--,WAT",26.94,12.19,1.04,165.6,52.7,41,,,,,,,,,,,
196.74023,31.37863,,,,,,True,False,True,False,J130657.39+312240.5,a,DESI J130657.66+312243.1,,"FR-I,WAT",38.0,13.78,1.33,128.6,20.7,26,,maxBCG J130657.7+312243,0.1829,s,777.0,0.0,0.0,0.809,34.94,1.57,22.0
196.7529,-6.51736,0.23254,25.76,253.0,,,True,False,False,True,J130659.96-063122.6,j,DESI J130700.70-063102.5,p,"FR-I,NAT",328.83,151.91,1.01,39.7,16.2,66,,,,,,,,,,,
196.79677,44.5282,0.90551,25.64,200.0,,,False,True,True,False,J130711.14+443140.6,,DESI J130711.23+443141.5,p,"FR-II,WAT",12.76,7.85,0.64,150.2,74.7,25,,Y21 J130708.9+443439,0.4604,s,1817.0,179.0,1079.0,0.574,19.43,0.89,11.0
196.80108,14.69764,,,,,,False,True,True,False,J130712.26+144151.5,,,,"FR-II,WAT",20.41,9.52,1.0,147.1,23.9,34,,,,,,,,,,,
196.83681,46.51464,0.60359,25.69,228.0,,2.0,False,False,True,False,J130721.06+463053.7,,SDSS J130720.82+463052.5,s,"--,WAT",31.11,15.31,0.93,127.6,21.8,33,,Y21 J130718.1+462946,0.7414,s,2706.0,72.0,542.0,0.648,36.33,1.63,15.0
196.88452,44.057,0.20246,25.17,403.0,8.47,1.36,False,True,True,False,J130732.59+440350.7,,WISEA J130732.28+440325.2,s,"FR-II,WAT",106.09,35.0,1.46,152.3,11.1,117,-23.43,maxBCG J130732.3+440325,0.2025,s,856.0,0.0,0.0,0.729,33.08,1.49,15.0
196.93224,56.851,0.24988,25.41,368.0,,1.46,True,False,True,False,J130742.90+565057.3,f,WISEA J130743.73+565103.5,s,"FR-I,WAT",136.32,81.64,0.67,146.0,50.2,91,,maxBCG J130743.7+565103,0.2516,s,1050.0,0.0,0.0,0.686,30.46,1.38,17.0
197.07333,17.85887,0.48293,25.23,272.0,8.28,1.9,False,True,True,False,J130817.57+175144.7,"g,j",WISEA J130817.59+175131.9,s,"FR-II,WAT",19.39,10.23,0.84,108.8,12.0,44,-22.67,AMF J130817.6+175132,0.4833,s,1895.0,0.0,0.0,0.754,40.72,1.83,21.0
197.13766,53.18872,0.32187,24.89,135.0,8.69,1.73,True,False,False,True,J130833.30+531111.2,"f,j",WISEA J130833.03+531119.3,s,"FR-I,NAT",22.26,11.66,0.85,59.8,8.1,28,-23.33,WHL J130836.8+530847,0.3192,s,1309.0,156.0,750.0,0.802,44.19,1.98,31.0
197.15165,8.48265,,,,,0.46,True,False,True,False,J130836.40+082857.6,f,,,"FR-I,WAT",11.88,8.09,0.5,163.4,12.7,20,,,,,,,,,,,
197.18589,9.18295,0.71949,25.76,208.0,,1.97,False,True,True,False,J130844.74+091057.0,c,DESI J130844.61+091058.6,p,"FR-II,WAT",28.67,18.02,0.61,154.4,11.3,28,,Y21 J130844.8+091046,0.7531,p,2740.0,13.0,99.0,0.666,40.18,1.8,14.0
197.1919,23.56682,,,,,,True,False,True,False,J130846.06+233400.6,,,,"FR-I,WAT",26.65,12.93,0.95,146.4,13.9,23,,,,,,,,,,,
197.22428,30.95198,0.45116,25.54,345.0,,1.83,False,False,True,False,J130854.54+305703.6,,WISEA J130853.82+305707.1,s,"--,WAT",39.71,15.64,1.22,131.5,30.1,58,,,,,,,,,,,
197.23708,26.22589,0.25298,25.07,118.0,,1.43,True,False,False,True,J130857.39+261336.6,,WISEA J130856.89+261333.2,s,"FR-I,NAT",54.76,24.45,1.06,76.5,9.6,29,,maxBCG J130856.9+261333,0.253,s,1056.0,0.0,0.0,0.769,37.99,1.71,32.0
197.26857,10.49314,0.08661,25.06,230.0,9.1,0.99,True,False,True,False,J130906.04+102942.0,"d,h,j",DESI J130904.46+102935.3,s,"FR-I,WAT",556.56,206.22,1.3,117.9,71.1,137,-23.02,maxBCG J130904.5+102935,0.0866,s,377.0,0.0,0.0,0.77,27.76,1.26,18.0
197.27037,36.61588,0.35697,25.78,232.0,8.43,1.74,False,False,True,False,J130906.06+363651.0,,SDSS J130904.88+363657.1,s,"--,WAT",141.54,80.65,0.74,115.6,33.3,45,-23.0,WHL J130903.4+363655,0.357,s,1449.0,19.0,98.0,0.769,42.92,1.92,14.0
197.28764,40.0536,0.6142,25.24,139.0,,1.65,False,False,True,False,J130909.34+400313.8,,DESI J130909.03+400312.9,p,"--,WAT",12.39,7.84,0.6,158.3,23.1,20,,NSC J130857+400112,0.1188,p,513.0,176.0,391.0,,,,
197.45633,30.6229,0.34642,25.48,213.0,,0.61,False,False,False,True,J130948.67+303731.2,,DESI J130949.52+303722.4,p,"--,NAT",67.61,29.01,1.11,69.1,15.1,42,,,,,,,,,,,
197.47738,-6.91261,,,,,,True,False,False,True,J130954.57-065445.4,,,,"FR-I,NAT",38.34,24.22,0.6,89.5,9.9,28,,,,,,,,,,,
197.50271,0.13188,1.0508,25.97,250.0,,0.16,False,True,True,False,J131000.89+000748.0,,DESI J131000.65+000754.8,p,"FR-II,WAT",16.29,8.34,0.88,116.5,15.1,30,,WH J130953.0+000902,0.8067,p,2892.0,133.0,1032.0,0.409,11.73,0.55,7.0
197.54435,19.91859,,,,,,True,False,True,False,J131010.64+195506.9,,,,"FR-I,WAT",41.91,12.54,1.58,111.6,10.8,26,,,,,,,,,,,
197.57476,26.07862,0.70903,26.24,340.0,,0.81,False,True,True,False,J131017.69+260440.7,,DESI J131017.94+260443.0,p,"FR-II,WAT",72.44,33.1,1.03,149.2,29.3,46,,Y21 J131014.9+260652,0.7508,p,2734.0,136.0,1029.0,0.796,63.35,2.8,25.0
197.62718,33.33769,0.43419,25.23,169.0,,1.95,False,True,True,False,J131030.59+332019.0,,WISEA J131030.52+332015.6,s,"FR-II,WAT",28.13,19.46,0.48,141.8,21.3,29,,AMF J131026.6+331845,0.4343,s,1726.0,103.0,601.0,0.702,35.38,1.59,20.0
197.63584,0.52314,0.84503,26.45,181.0,,1.82,False,False,True,False,J131032.45+003124.0,,DESI J131032.60+003123.3,p,"--,WAT",37.05,7.06,2.18,159.5,11.9,23,,WH J131032.7+003058,0.8278,p,2951.0,25.0,196.0,0.617,36.16,1.63,11.0
197.65294,24.31251,0.28189,25.24,220.0,,1.55,True,False,True,False,J131036.98+241840.6,,WISEA J131036.70+241845.0,s,"FR-I,WAT",69.57,39.6,0.74,148.3,38.5,50,,maxBCG J131036.7+241845,0.2819,s,1168.0,0.0,0.0,0.738,35.56,1.6,19.0
197.66048,24.80615,0.22095,25.23,240.0,,1.02,False,False,True,False,J131037.97+244817.8,,DESI J131038.51+244822.1,p,"--,WAT",113.51,59.89,0.84,117.9,,65,,WHL J131040.0+244846,0.2233,s,939.0,31.0,115.0,0.75,33.76,1.52,11.0
197.66412,40.78375,0.26972,25.1,136.0,,1.5,False,False,True,False,J131039.74+404658.9,,DESI J131039.39+404701.5,p,"--,WAT",57.64,37.32,0.57,158.7,23.8,32,,,,,,,,,,,
197.6921,26.01627,0.28564,25.45,169.0,,1.41,False,False,True,False,J131046.09+260103.0,,DESI J131046.10+260058.6,p,"--,WAT",106.34,57.52,0.81,166.3,230.9,38,,Y21 J131042.7+260017,0.7542,p,2743.0,61.0,462.0,0.538,25.61,1.16,9.0
197.74318,30.18208,,,,,1.05,False,False,True,False,J131058.36+301055.5,,,,"--,WAT",17.84,9.63,0.81,159.9,54.7,42,,,,,,,,,,,
197.74896,63.90307,0.13265,25.41,146.0,,1.12,False,True,True,False,J131058.83+635410.6,,WISEA J131059.75+635411.0,s,"FR-II,WAT",514.48,230.76,1.05,93.7,10.4,60,,WHL J131059.7+635411,0.1327,s,571.0,0.0,0.0,0.803,37.01,1.66,18.0
197.82275,19.37955,0.19259,24.59,102.0,8.57,1.25,True,False,False,True,J131117.95+192239.3,f,WISEA J131117.45+192246.3,s,"FR-I,NAT",37.28,24.6,0.55,32.2,6.2,31,-22.91,maxBCG J131117.5+192246,0.1926,s,817.0,0.0,0.0,0.841,43.68,1.95,37.0
197.83846,53.29698,0.47587,25.92,165.0,8.2,1.84,False,False,True,False,J131121.18+531748.8,,SDSS J131121.23+531749.0,s,"--,WAT",98.58,53.29,0.81,156.0,49.4,27,-22.47,CFSFDP J131121.2+531749,0.4759,s,1870.0,0.0,0.0,0.44,12.98,0.6,9.0
197.89147,39.97436,0.85088,25.74,339.0,,1.14,False,True,True,False,J131134.14+395824.1,c,DESI J131133.95+395827.7,p,"FR-II,WAT",16.24,8.49,0.85,165.6,994.8,43,,Y21 J131134.0+395828,0.8513,p,3015.0,0.0,0.0,0.484,17.77,0.82,7.0
197.92691,56.5435,0.24827,24.74,193.0,,1.46,False,True,True,False,J131143.18+563238.9,,WISEA J131142.45+563236.6,s,"FR-II,WAT",26.72,11.49,1.11,168.7,556.9,48,,maxBCG J131142.5+563236,0.2484,s,1038.0,1.0,4.0,0.647,25.9,1.18,17.0
198.11298,22.68146,,,,,1.95,False,True,True,False,J131227.12+224053.3,,,,"FR-II,WAT",52.28,28.93,0.78,164.5,49.8,41,,,,,,,,,,,
198.1447,11.16762,2.26738,27.41,463.0,,-0.0,False,True,True,False,J131234.79+111002.3,,DESI J131234.73+111003.4,p,"FR-II,WAT",78.26,42.33,0.81,164.6,66.2,55,,maxBCG J131237.3+111140,0.2107,s,889.0,104.0,370.0,0.611,12.15,0.56,10.0
198.18919,47.24446,0.22515,24.88,183.0,,1.44,True,False,True,False,J131245.54+471452.2,,WISEA J131245.40+471440.0,s,"FR-I,WAT",42.76,14.02,1.46,131.0,25.6,49,,maxBCG J131245.4+471440,0.2252,s,947.0,0.0,0.0,0.765,36.84,1.66,19.0
198.36442,31.92261,0.30297,25.6,139.0,,0.52,False,False,False,True,J131327.87+315525.1,,WISEA J131327.46+315521.3,s,"--,NAT",135.86,78.24,0.72,72.0,11.1,30,,,,,,,,,,,
198.42045,2.34313,,,,,,False,False,True,False,J131340.91+022035.3,"c,f",,,"--,WAT",6.7,8.53,-0.32,99.0,9.5,20,,,,,,,,,,,
