RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
7.14985,8.98745,0.56649,25.5,181.0,8.6,1.89,False,True,True,False,J002836.32+085913.8,,SDSS J002835.96+085914.8,s,"FR-II,WAT",27.76,18.15,0.56,159.5,24.9,27,-22.71,WHL J002836.0+085915,0.5665,s,2171.0,0.0,0.0,0.654,21.98,1.0,13.0
7.16819,14.28133,0.1415,24.99,198.0,8.66,,False,False,True,False,J002840.28+141646.8,,2MASS J00284036+1416527,s,"--,WAT",171.29,80.75,0.99,159.3,71.8,77,-23.27,maxBCG J002840.4+141653,0.1449,s,622.0,0.0,0.0,0.694,26.05,1.18,18.0
7.17807,8.18522,0.50538,26.09,317.0,7.88,1.35,False,False,True,False,J002842.61+081111.4,,WISEA J002842.73+081106.7,s,"--,WAT",136.64,84.28,0.63,141.6,50.0,50,-22.84,,,,,,,,,,
7.21143,5.70316,,,,,1.67,False,False,True,False,J002850.74+054211.4,,,,"--,WAT",58.77,36.96,0.61,117.3,16.9,32,,,,,,,,,,,
7.37031,4.40522,0.40329,25.23,161.0,8.87,1.83,False,False,True,False,J002929.22+042420.2,,DESI J002928.87+042418.8,p,"--,WAT",28.23,13.92,0.93,124.8,14.4,29,-23.51,AMF J002928.9+042419,0.3857,s,1553.0,0.0,0.0,0.832,52.88,2.35,35.0
7.47004,-10.99603,0.42404,25.51,161.0,,1.86,False,False,True,False,J002952.57-105944.3,,DESI J002952.81-105945.7,p,"--,WAT",47.78,23.94,0.91,103.3,9.7,28,,WHL J002952.8-105946,0.4396,p,1744.0,0.0,0.0,0.73,39.75,1.78,23.0
7.58575,-1.11348,0.22762,24.93,124.0,8.6,1.33,True,False,True,False,J003020.56-010646.2,,SDSS J003020.57-010648.5,s,"FR-I,WAT",51.63,23.66,1.02,140.4,16.0,33,-22.03,WHL J003020.6-010649,0.2276,s,956.0,0.0,0.0,0.638,19.35,0.89,17.0
7.89087,1.50426,0.3889,25.66,142.0,,0.97,False,False,False,True,J003133.42+013024.0,,WISEA J003133.80+013015.3,s,"--,NAT",68.07,20.83,1.55,56.1,9.2,26,,AMF J003132.7+013000,0.3888,s,1564.0,22.0,120.0,0.717,37.29,1.68,25.0
7.96215,-10.37,1.99469,27.5,291.0,,0.29,False,True,True,False,J003150.92-102210.8,,DESI J003150.92-102212.0,p,"FR-II,WAT",98.87,44.15,1.06,157.1,52.3,34,,CAMIRA J003144.7-102235,0.5746,p,2197.0,95.0,643.0,0.456,10.81,0.5,8.0
7.97372,-7.76841,0.43945,25.3,135.0,,1.5,False,True,True,False,J003153.98-074605.4,,DESI J003153.69-074606.3,p,"FR-II,WAT",27.49,14.21,0.87,124.3,12.2,23,,WH J003157.8-074322,0.7321,p,2679.0,175.0,1312.0,0.394,11.06,0.52,6.0
8.01737,-3.81268,0.32594,25.36,204.0,8.9,1.68,False,True,True,False,J003204.28-034843.8,,WISEA J003204.16-034845.6,s,"FR-II,WAT",70.93,48.9,0.49,168.0,59.2,42,-23.39,AMF J003202.3-034857,0.3329,s,1360.0,31.0,153.0,0.846,51.22,2.28,19.0
8.10771,-11.14784,1.04234,26.44,424.0,,,False,True,True,False,J003226.07-110848.3,c,DESI J003225.85-110852.2,p,"FR-II,WAT",33.87,11.59,1.41,146.0,55.4,51,,WH J003227.6-110642,0.5177,p,2011.0,133.0,854.0,0.502,17.51,0.81,7.0
8.52016,6.3417,0.12517,25.11,104.0,,1.05,False,False,False,True,J003405.25+062044.4,,DESI J003404.84+062030.1,p,"--,NAT",278.36,97.17,1.38,37.5,13.5,45,,AMF J003405.6+062035,0.1327,s,571.0,13.0,32.0,1.083,82.49,3.62,36.0
8.56123,-2.08458,0.08206,24.24,52.0,,,False,False,True,False,J003414.44-020455.2,,IC 0030,s,"--,WAT",94.77,37.62,1.21,131.7,22.3,33,,AMF J003414.7-020504,0.0821,s,358.0,0.0,0.0,0.973,57.56,2.55,45.0
8.62708,11.67803,0.43179,25.14,162.0,8.46,1.97,False,True,False,True,J003430.61+114047.4,,WISEA J003430.49+114040.9,s,"FR-II,NAT",23.76,17.27,0.42,78.8,9.1,28,-23.54,AMF J003430.5+114041,0.434,s,1725.0,0.0,0.0,0.867,61.62,2.73,39.0
8.65178,2.24366,0.70752,26.57,429.0,,1.23,False,False,True,False,J003436.24+021437.8,,WISEA J003436.43+021436.7,s,"--,WAT",158.72,76.01,0.97,101.1,35.8,58,,WH22 J003436.4+021437,0.797,p,2865.0,0.0,0.0,0.472,20.08,0.92,11.0
8.69267,-4.05316,,,,,1.03,False,False,True,False,J003446.24-040311.4,,,,"--,WAT",111.42,30.8,1.69,158.4,182.4,100,,,,,,,,,,,
8.92683,-10.23858,0.44615,25.52,154.0,8.63,1.89,False,False,True,False,J003542.73-101420.5,,SDSS J003542.43-101418.8,s,"--,WAT",43.4,21.66,0.91,118.8,15.5,26,-23.51,WHL J003542.4-101419,0.4461,s,1767.0,0.0,0.0,0.994,104.41,4.55,51.0
8.94486,-0.02261,1.15944,26.15,220.0,,,False,False,True,False,J003546.85-000118.0,,DESI J003546.77-000121.4,p,"--,WAT",26.29,17.9,0.5,151.2,94.5,26,,WH J003540.1-000148,1.1297,p,3712.0,103.0,870.0,0.397,10.55,0.49,6.0
9.17463,-5.2223,0.1269,25.07,197.0,,1.01,True,False,True,False,J003641.20-051305.3,,WISEA J003641.91-051320.2,s,"FR-I,WAT",238.97,64.78,1.71,154.1,961.3,84,,AMF J003641.9-051321,0.087,s,379.0,1.0,2.0,0.696,21.87,1.0,24.0
9.63946,-9.47748,0.43443,25.43,157.0,9.28,1.84,False,True,True,False,J003833.32-092838.6,,WISEA J003833.47-092838.9,s,"FR-II,WAT",41.33,24.97,0.66,156.9,76.8,27,-23.44,WHL J003833.4-092839,0.4344,s,1726.0,0.0,0.0,0.665,33.92,1.53,12.0
9.67924,-0.57649,,,,,1.25,False,True,True,False,J003843.02-003435.4,,,,"FR-II,WAT",17.89,10.31,0.72,97.9,8.4,26,,,,,,,,,,,
9.9464,9.92866,0.24809,,169.0,,0.61,False,False,True,False,J003946.90+095535.8,,DESI J003947.14+095543.2,p,"--,WAT",27.26,,,121.7,21.4,42,,,,,,,,,,,
10.05093,9.74883,,,,,,True,False,True,False,J004012.22+094455.8,,,,"FR-I,WAT",29.06,,,145.7,27.8,40,,,,,,,,,,,
10.09711,9.63833,,,,,,False,True,True,False,J004023.31+093818.0,,,,"FR-II,WAT",50.34,2.05,4.2,164.5,75.4,60,,,,,,,,,,,
10.22466,-3.46748,0.67113,25.82,188.0,8.06,2.01,False,True,True,False,J004053.92-032803.6,,WISEA J004053.91-032802.9,s,"FR-II,WAT",35.36,19.34,0.79,153.9,15.3,26,-24.39,Y21 J004053.9-032803,0.6712,s,2498.0,0.0,0.0,0.863,79.05,3.47,38.0
10.35158,-7.39204,0.74792,26.43,461.0,,0.02,False,False,False,True,J004124.82-072333.4,,WISEA J004124.37-072331.3,s,"--,NAT",120.01,73.95,0.64,75.5,129.6,61,,,,,,,,,,,
10.3726,9.78574,,,,,1.21,False,False,True,False,J004129.42+094708.7,,,,"--,WAT",69.44,5.6,3.3,162.2,95.8,89,,,,,,,,,,,
10.45903,-9.42986,0.05779,24.02,38.0,8.77,0.93,False,True,False,True,J004150.70-092547.4,j,GIN 009,s,"FR-II,NAT",116.74,35.57,1.56,78.6,11.1,33,-22.49,CFSFDP J004150.9-092837,0.5789,p,2210.0,170.0,1154.0,0.463,10.87,0.51,7.0
10.46734,0.47637,0.15199,24.8,158.0,8.65,1.13,False,False,True,False,J004151.42+002833.6,"f,g,j",WISEA J004152.16+002834.9,s,"--,WAT",93.56,41.87,1.05,123.6,24.6,58,-23.08,WHL J004152.2+002835,0.152,s,651.0,0.0,0.0,0.584,17.38,0.8,10.0
10.71964,0.71843,0.28133,25.08,163.0,8.64,1.52,True,False,True,False,J004252.37+004312.0,,DESI J004252.71+004306.4,p,"FR-I,WAT",41.59,15.55,1.29,133.9,33.5,37,-22.4,WHL J004252.7+004306,0.2698,s,1121.0,0.0,0.0,0.702,27.58,1.25,19.0
10.82905,8.60137,0.40082,25.21,211.0,8.36,1.88,False,False,True,False,J004318.23+083603.0,,WISEA J004318.97+083604.9,s,"--,WAT",29.07,16.48,0.74,152.8,60.8,38,-23.08,AMF J004319.0+083605,0.4048,s,1622.0,0.0,0.0,0.952,80.21,3.52,41.0
10.86172,-10.90608,0.12732,24.6,148.0,8.5,1.04,False,False,True,False,J004326.76-105413.8,,WISEA J004326.81-105421.9,s,"--,WAT",88.69,44.89,0.89,158.4,69.9,63,-22.93,WHL J004332.6-105502,0.5974,p,2270.0,94.0,647.0,0.684,29.54,1.34,25.0
10.86458,-3.08515,0.9454,25.87,162.0,,2.08,False,False,False,True,J004327.84-030501.2,,DESI J004327.50-030506.5,p,"--,NAT",17.24,9.24,0.82,71.8,6.4,20,,WH J004327.5-030507,0.9685,p,3322.0,0.0,0.0,0.483,22.05,1.01,8.0
10.98589,0.10713,0.21776,25.41,153.0,8.34,1.34,False,True,False,True,J004357.29+000622.2,,WISEA J004356.61+000625.6,s,"FR-II,NAT",118.37,13.01,2.9,80.0,15.0,42,-22.54,maxBCG J004401.2+000652,0.2195,s,924.0,74.0,272.0,0.974,67.84,3.0,44.0
10.99803,10.61819,0.20502,24.97,108.0,8.7,1.34,True,False,False,True,J004359.55+103715.5,,SDSS J004359.52+103705.4,s,"FR-I,NAT",67.34,25.3,1.28,42.1,10.4,31,-22.71,AMF J004356.7+103633,0.205,s,866.0,53.0,185.0,1.027,75.72,3.33,56.0
11.03123,3.35019,0.62014,26.09,364.0,8.59,1.91,False,True,True,False,J004407.86+032055.2,,SDSS J004407.49+032100.6,s,"FR-II,WAT",73.03,35.76,0.94,140.3,65.0,52,-24.0,WHL J004407.5+032101,0.6201,s,2341.0,0.0,0.0,0.696,40.09,1.8,16.0
11.06341,-8.15396,,,,,,False,True,True,False,J004415.22-080914.2,,,,"FR-II,WAT",19.13,7.68,1.2,153.3,21.8,26,,,,,,,,,,,
11.16992,-7.75765,0.5689,25.4,168.0,,1.65,False,False,True,False,J004440.49-074523.6,,DESI J004440.78-074527.5,p,"--,WAT",20.79,12.34,0.68,132.2,61.8,25,,,,,,,,,,,
11.42814,11.8998,1.56331,26.57,356.0,,0.34,False,False,True,False,J004542.66+115404.6,,WISEA J004542.75+115359.2,s,"--,WAT",29.09,16.62,0.73,157.4,,41,,,,,,,,,,,
11.44968,-7.02647,,,,,,False,True,True,False,J004547.92-070135.3,f,,,"FR-II,WAT",121.92,64.04,0.84,149.1,75.7,81,,,,,,,,,,,
11.64912,-8.09927,0.26771,24.61,89.0,8.4,1.52,True,False,True,False,J004636.06-080552.8,f,WISEA J004635.78-080557.3,s,"FR-I,WAT",14.73,4.2,1.65,151.7,40.8,21,-22.59,WHL J004633.5-080443,0.2677,s,1113.0,82.0,349.0,0.592,20.94,0.96,10.0
11.7379,-4.79637,0.58006,25.27,237.0,8.73,1.98,False,True,True,False,J004657.22-044748.0,,SDSS J004657.09-044746.9,s,"FR-II,WAT",15.49,10.13,0.56,169.6,62.6,35,-22.52,,,,,,,,,,
12.14381,3.06179,1.10434,26.21,210.0,,,False,True,True,False,J004834.48+030345.5,,DESI J004834.51+030342.4,p,"FR-II,WAT",26.03,13.69,0.84,160.5,28.0,25,,WH J004834.5+030342,1.2139,p,3901.0,0.0,0.0,0.501,21.27,0.97,8.0
12.46492,3.24844,0.46697,25.51,176.0,8.2,1.83,False,False,True,False,J004951.76+031502.4,,DESI J004951.58+031454.4,p,"--,WAT",41.64,24.25,0.71,112.3,31.5,29,-23.02,WHL J004951.6+031454,0.4441,s,1760.0,0.0,0.0,0.97,67.6,4.04,37.0
12.51525,-1.17183,,,,,,False,False,True,False,J005003.66-011018.6,,,,"--,WAT",10.38,7.75,0.38,143.9,30.0,26,,,,,,,,,,,
12.71667,-2.89824,0.16292,24.16,60.0,8.28,1.18,True,False,True,False,J005052.19-025351.4,,WISEA J005052.00-025353.6,s,"FR-I,WAT",19.17,11.06,0.72,131.3,16.0,21,-22.67,WH J005052.0-025354,0.1629,s,696.0,0.0,0.0,0.585,12.98,0.6,7.0
12.90131,12.21737,1.72667,27.72,295.0,,0.31,False,True,True,False,J005136.35+121256.7,,WISEA J005136.31+121302.5,s,"FR-II,WAT",261.12,126.57,0.95,100.4,12.9,34,,,,,,,,,,,
13.04916,-3.18741,0.34752,24.72,127.0,8.79,1.81,False,True,True,False,J005211.73-031110.2,,WISEA J005211.79-031114.6,s,"FR-II,WAT",13.57,8.33,0.64,129.7,25.1,25,-23.16,WHL J005211.8-031115,0.3475,s,1414.0,0.0,0.0,0.829,51.56,2.3,18.0
13.14498,11.74466,1.49263,26.01,217.0,,0.48,False,False,True,False,J005234.54+114434.2,,DESI J005234.80+114440.8,p,"--,WAT",9.06,5.3,0.7,165.1,23.8,25,,,,,,,,,,,
13.1589,1.62218,0.30266,24.92,296.0,8.63,1.61,False,True,True,False,J005238.46+013727.0,,WISEA J005238.13+013719.8,s,"FR-II,WAT",30.84,22.81,0.4,140.7,112.1,64,-23.16,WHL J005238.1+013720,0.3026,s,1246.0,0.0,0.0,0.718,33.58,1.51,20.0
13.29095,-2.06905,0.18651,24.42,61.0,8.54,1.23,True,False,True,False,J005309.68-020408.4,,WISEA J005309.82-020408.5,s,"FR-I,WAT",21.97,6.08,1.69,145.0,9.9,19,-22.71,WH J005309.8-020409,0.1865,s,792.0,0.0,0.0,0.539,11.92,0.55,7.0
13.68266,3.03626,0.41337,25.56,164.0,8.66,1.9,False,False,True,False,J005443.50+030211.9,f,WISEA J005443.83+030210.5,s,"--,WAT",50.81,18.95,1.29,96.4,13.8,29,-23.72,WHL J005443.9+030211,0.4134,s,1652.0,0.0,0.0,0.867,60.65,2.69,38.0
13.71378,7.05197,,,,,1.72,True,False,False,True,J005451.31+070307.1,,,,"FR-I,NAT",22.53,14.16,0.61,80.0,6.3,20,,,,,,,,,,,
13.77463,2.95389,0.42118,25.31,154.0,8.96,1.87,False,False,True,False,J005506.57+025718.6,,WISEA J005505.91+025714.0,s,"--,WAT",36.09,24.96,0.48,107.3,8.0,27,-23.58,WH J005505.9+025714,0.4211,s,1680.0,0.0,0.0,0.626,23.34,1.06,7.0
13.86252,1.16497,0.38213,25.18,129.0,8.59,1.76,True,False,True,False,J005527.05+010951.6,,WISEA J005527.00+010953.9,s,"FR-I,WAT",28.92,14.97,0.86,104.6,7.3,24,-22.53,WHL J005527.0+010954,0.3821,s,1540.0,0.0,0.0,0.584,23.41,1.07,23.0
13.98659,-4.66677,0.56485,25.12,147.0,8.78,1.74,True,False,True,False,J005556.73-044001.8,,WISEA J005556.78-044000.3,s,"FR-I,WAT",13.77,11.97,0.18,139.5,26.5,22,-23.04,Y21 J005556.8-044001,0.5649,s,2166.0,0.0,0.0,0.555,24.39,1.11,12.0
14.01125,-1.33442,0.04299,24.65,88.0,,,True,False,False,True,J005601.14-012044.4,,CGCG 384-032,s,"FR-I,NAT",924.69,222.88,1.87,74.8,75.6,101,,WH J005601.0-011841,0.364,s,1475.0,86.0,451.0,0.465,16.04,0.74,8.0
14.10662,-1.26247,0.03822,24.67,62.0,8.7,0.91,False,False,True,False,J005625.87-011606.0,a,UGC 00583,s,"--,WAT",1202.88,173.35,2.54,117.7,66.4,79,-21.91,AMF J005616.1-011519,0.0427,s,188.0,144.0,126.0,1.032,64.39,2.85,62.0
14.12829,-1.32215,,,,,,False,False,True,False,J005630.79-011919.7,f,,,"--,WAT",14.24,1.22,3.22,142.0,18.5,30,,,,,,,,,,,
14.18724,-2.79735,0.12962,24.47,91.0,9.12,1.11,False,False,True,False,J005644.86-024742.0,,WISEA J005644.93-024750.4,s,"--,WAT",64.42,40.71,0.6,157.9,119.5,38,-22.63,,,,,,,,,,
14.22928,-1.00231,,,,,1.8,False,True,True,False,J005655.03-010008.3,,,,"FR-II,WAT",135.95,65.83,0.95,124.8,29.7,48,,,,,,,,,,,
14.23605,-2.81197,0.12643,24.6,126.0,,1.06,False,True,True,False,J005656.76-024841.4,,DESI J005656.65-024843.1,p,"FR-II,WAT",87.35,35.79,1.17,166.9,,54,,WHL J005658.0-024840,0.1333,s,574.0,20.0,49.0,0.81,39.47,1.77,19.0
14.25861,-0.87518,0.04416,23.7,52.0,8.87,,True,False,True,False,J005701.84-005236.5,,UGC 00588,s,"FR-I,WAT",101.81,47.46,1.0,126.0,30.1,58,-20.65,SDSS-C4 2093,0.0444,s,196.0,1.0,1.0,,,,
14.30051,-3.10911,1.03147,,290.0,,,False,True,True,False,J005712.00-030631.0,,DESI J005712.12-030632.8,p,"FR-II,WAT",14.18,,,157.8,35.7,35,,WH22 J005712.1-030633,1.153,p,3765.0,0.0,0.0,0.541,26.62,1.21,11.0
14.36617,2.15958,0.29236,26.1,262.0,9.04,,True,False,True,False,J005727.67+020932.3,,DESI J005727.89+020934.7,s,"FR-I,WAT",437.17,216.66,0.92,151.5,42.7,58,-23.76,AMF J005727.9+020935,0.2924,s,1208.0,0.0,0.0,0.835,50.53,2.25,30.0
14.37197,-1.01853,0.33994,25.21,230.0,,1.56,True,False,True,False,J005729.08-010100.6,f,DESI J005729.27-010106.7,p,"FR-I,WAT",26.38,4.43,2.34,104.6,19.6,46,,,,,,,,,,,
14.39045,-3.60265,0.16487,24.84,105.0,8.64,1.15,True,False,True,False,J005733.97-033604.1,f,WISEA J005733.70-033609.5,s,"FR-I,WAT",85.54,37.54,1.08,122.1,20.0,36,-22.84,Y21 J005733.7-033610,0.1648,s,704.0,0.0,0.0,0.655,17.32,0.8,15.0
14.65442,1.22443,0.69152,25.9,249.0,,2.0,False,False,False,True,J005837.62+011340.2,c,DESI J005837.06+011328.0,p,"--,NAT",35.95,17.05,0.98,76.0,14.0,34,,Y21 J005837.1+011328,0.6928,p,2563.0,0.0,0.0,0.731,50.48,2.25,22.0
14.89977,12.34857,1.14336,26.88,507.0,,0.4,False,False,True,False,J005935.97+122102.5,,DESI J005935.94+122054.8,p,"--,WAT",114.59,61.89,0.81,166.4,101.8,60,,CAMIRA J005932.3+122141,0.514,s,1998.0,71.0,454.0,0.61,15.27,0.71,10.0
14.94407,10.37632,0.22527,25.6,142.0,8.8,1.44,False,True,True,False,J005946.74+102240.8,,WISEA J005946.57+102234.7,s,"FR-II,WAT",253.41,134.24,0.83,132.2,11.8,38,-24.04,AMF J005946.6+102235,0.2253,s,947.0,0.0,0.0,0.954,63.98,2.83,25.0
15.09077,10.77582,0.69964,25.93,309.0,,1.24,False,True,True,False,J010021.96+104636.7,,DESI J010021.78+104633.0,p,"FR-II,WAT",48.76,34.26,0.46,137.7,28.6,42,,,,,,,,,,,
15.12228,11.44952,0.33571,24.93,104.0,8.37,1.74,False,False,True,False,J010029.76+112700.8,,WISEA J010029.34+112658.2,s,"--,WAT",24.26,16.15,0.53,114.0,12.7,21,-22.84,WHL J010029.3+112658,0.336,s,1372.0,0.0,0.0,0.656,29.26,1.33,13.0
15.16496,-9.75231,1.10318,27.01,294.0,,1.8,False,True,True,False,J010039.65-094504.6,,DESI J010039.59-094508.3,p,"FR-II,WAT",152.7,74.59,0.94,150.5,190.1,35,,Y21 J010041.7-094655,0.8217,p,2934.0,111.0,867.0,0.435,17.24,0.79,8.0
15.55842,-7.13046,,,,,0.73,False,True,True,False,J010214.02-070749.7,,,,"FR-II,WAT",54.18,18.62,1.4,156.5,197.1,70,,,,,,,,,,,
15.65211,-0.83549,0.24331,25.53,218.0,8.36,1.43,False,False,True,False,J010236.90-004958.8,j,WISEA J010236.50-005007.7,s,"--,WAT",133.61,23.58,2.28,135.3,35.0,55,-22.86,RM J010236.5-005007.7,0.236,p,990.0,0.0,0.0,,,,
15.67698,-0.84206,0.24226,25.51,276.0,8.86,1.48,False,False,True,False,J010241.22-005018.6,j,WISEA J010242.47-005031.3,s,"--,WAT",138.21,31.26,1.95,95.2,31.4,70,-23.06,maxBCG J010242.5-005031,0.2433,s,1018.0,0.0,0.0,1.007,73.02,3.22,42.0
15.8732,0.68449,,,,,0.33,False,True,True,False,J010329.57+004104.2,"c,f",,,"FR-II,WAT",115.14,62.21,0.81,147.1,25.3,41,,,,,,,,,,,
16.0131,-0.41222,0.28307,25.57,309.0,8.62,1.61,False,False,False,True,J010404.61-002436.6,,WISEA J010403.14-002443.9,s,"--,NAT",129.68,49.74,1.26,73.0,23.6,70,-23.38,maxBCG J010404.4-002604,0.2831,s,1172.0,82.0,363.0,0.946,67.9,3.0,34.0
16.17832,3.70875,0.3311,25.08,187.0,,1.7,False,False,True,False,J010442.63+034229.4,,WISEA J010442.79+034231.4,s,"--,WAT",32.67,17.96,0.79,153.4,24.7,38,,WHL J010442.8+034231,0.3383,p,1380.0,0.0,0.0,0.659,25.23,1.15,15.0
16.23559,0.07312,0.27966,25.37,324.0,8.53,1.6,False,False,True,False,J010455.61+000434.2,a,WISEA J010456.54+000423.2,s,"--,WAT",82.45,30.77,1.29,116.0,259.6,74,-22.82,maxBCG J010455.4+000336,0.2757,s,1144.0,50.0,217.0,1.289,185.72,7.96,122.0
16.45485,-1.15704,0.74293,26.57,226.0,8.71,2.19,False,True,True,False,J010549.39-010926.3,,WISEA J010549.16-010925.3,s,"FR-II,WAT",90.28,23.55,1.76,129.4,16.1,30,-23.5,WH J010550.1-010758,0.746,s,2720.0,88.0,665.0,0.45,12.51,0.58,6.0
16.49654,6.01648,1.4114,26.65,242.0,,0.43,True,False,True,False,J010559.17+060057.8,,WISEA J010559.16+060059.5,s,"FR-I,WAT",98.09,112.64,-0.18,135.9,15.3,28,,,,,,,,,,,
16.51222,-0.49326,0.31878,24.6,129.0,8.14,1.62,True,False,True,False,J010603.41-002933.0,,WISEA J010602.93-002935.7,s,"FR-I,WAT",12.63,8.02,0.6,139.5,24.3,27,-22.48,SDSS CE J016.480951-00.505381,0.3221,p,1320.0,121.0,586.0,,,,
16.55014,8.34187,0.37225,25.26,148.0,,1.64,False,False,True,False,J010611.77+082022.9,,DESI J010612.03+082030.7,p,"--,WAT",35.94,17.28,0.96,149.0,14.3,28,,CAMIRA J010612.0+082031,0.3833,p,1545.0,0.0,0.0,0.565,16.31,0.75,14.0
16.58141,10.08586,0.83604,25.54,219.0,9.31,2.0,False,True,True,False,J010620.11+100506.6,,SDSS J010619.53+100509.1,s,"FR-II,WAT",10.84,5.72,0.84,138.9,21.2,28,-22.89,WH J010619.5+100509,0.8361,s,2974.0,0.0,0.0,0.511,24.66,1.12,8.0
16.80196,11.6338,0.53626,25.17,268.0,8.93,1.92,False,True,True,False,J010712.97+113801.8,,SDSS J010712.47+113801.6,s,"FR-II,WAT",15.76,11.55,0.41,160.3,,41,-23.38,WHL J010712.5+113802,0.5363,s,2072.0,0.0,0.0,0.821,58.97,2.62,26.0
17.06147,-8.18953,0.62845,25.91,218.0,8.39,1.8,True,False,True,False,J010815.10-081125.6,,WISEA J010814.75-081122.3,s,"FR-I,WAT",53.26,31.09,0.71,169.8,93.5,31,-23.35,Y21 J010819.0-081136,0.6285,s,2367.0,64.0,451.0,0.719,46.19,2.06,20.0
17.13417,3.05639,0.23987,25.13,196.0,8.57,1.43,False,True,True,False,J010832.25+030327.5,,WISEA J010832.19+030323.0,s,"FR-II,WAT",74.29,38.08,0.88,150.3,64.8,50,-22.77,AMF J010833.6+030320,0.245,s,1025.0,21.0,84.0,1.035,85.71,3.76,45.0
17.21104,-6.22726,0.31374,25.02,114.0,,1.75,False,False,True,False,J010850.64-061344.6,,DESI J010850.65-061338.2,p,"--,WAT",31.21,15.16,0.95,100.7,14.1,24,,AMF J010853.5-061428,0.2771,p,1149.0,66.0,288.0,0.538,13.79,0.64,12.0
17.27938,0.76905,0.51726,26.32,378.0,8.75,1.89,False,True,True,False,J010906.41+004606.6,,WISEA J010907.05+004608.5,s,"FR-II,WAT",193.19,95.93,0.92,132.8,37.2,59,-23.03,WH J010905.0+004748,1.0553,p,3536.0,104.0,867.0,0.545,14.98,0.69,6.0
17.46844,-1.43882,0.5119,26.14,676.0,8.25,1.87,False,True,True,False,J010952.72-012622.8,,WISEA J010952.42-012619.7,s,"FR-II,WAT",106.34,35.61,1.44,157.2,132.5,106,-23.05,AMF J010952.4-012620,0.5119,s,1991.0,0.0,0.0,0.611,28.51,1.29,15.0
17.55484,-2.33134,0.95704,26.82,309.0,,0.17,False,True,True,False,J011013.48-021956.4,,LBQS 0107-0235,s,"FR-II,WAT",195.83,139.81,0.44,115.5,16.1,38,,WH22 J011013.9-021931,0.991,p,3379.0,24.0,197.0,0.543,30.07,1.36,19.0
17.63379,11.20659,0.61984,25.42,210.0,7.84,1.83,False,False,True,False,J011031.47+111231.8,,WISEA J011032.10+111223.7,s,"--,WAT",18.67,11.97,0.58,120.5,13.2,30,-23.21,WHL J011032.1+111224,0.6193,s,2338.0,0.0,0.0,0.842,69.71,3.08,21.0
17.64547,-8.43043,0.90986,26.19,482.0,,1.88,False,True,True,False,J011034.67-082549.2,,DESI J011034.91-082549.5,p,"FR-II,WAT",34.35,15.58,1.04,167.6,122.2,60,,WH J011038.6-082424,0.3865,s,1556.0,101.0,550.0,0.545,13.41,0.62,6.0
17.87929,1.32265,,,,,0.12,True,False,True,False,J011131.03+011921.5,,,,"FR-I,WAT",12.33,6.32,0.88,129.1,132.9,16,,,,,,,,,,,
17.91726,11.69275,0.2471,24.74,160.0,,1.46,False,True,True,False,J011140.83+114131.9,f,DESI J011140.14+114133.9,p,"FR-II,WAT",27.47,12.29,1.06,105.2,16.9,40,,AMF J011141.9+114143,0.2513,s,1049.0,27.0,110.0,0.997,79.44,3.49,37.0
17.93918,11.0058,1.0846,26.62,327.0,,0.4,False,False,True,False,J011145.67+110022.2,,WISEA J011145.40+110020.8,s,"--,WAT",90.01,62.55,0.48,164.0,239.5,39,,WH J011147.6+105936,0.9455,p,3264.0,55.0,447.0,0.631,42.2,1.89,8.0
18.20678,12.40631,0.56029,25.33,287.0,,1.81,False,False,True,False,J011249.94+122426.2,,DESI J011249.63+122422.7,p,"--,WAT",19.79,13.72,0.48,152.0,44.2,43,,AMF J011249.6+122423,0.5552,s,2134.0,0.0,0.0,0.833,61.7,2.73,42.0
18.22969,-9.8446,0.12393,24.64,78.0,8.3,1.03,True,False,True,False,J011255.47-095035.9,,WISEA J011255.12-095040.5,s,"FR-I,WAT",99.9,41.34,1.16,123.0,20.6,34,-22.82,WH J011255.1-095041,0.1241,s,536.0,0.0,0.0,0.665,22.17,1.01,12.0
18.44743,6.8369,0.26203,25.64,247.0,,1.26,False,True,False,True,J011347.77+065014.4,,DESI J011347.38+065012.9,p,"FR-II,NAT",196.29,100.54,0.88,84.5,26.7,59,,CFSFDP J011345.0+065032,0.6202,s,2341.0,41.0,287.0,0.634,21.98,1.0,6.0
18.60669,0.49247,0.35461,25.6,371.0,8.34,1.75,True,False,True,False,J011425.62+002942.0,,WISEA J011425.60+002932.8,s,"FR-I,WAT",93.1,51.56,0.78,143.5,60.7,72,-23.13,WHL J011425.6+002933,0.3511,s,1427.0,0.0,0.0,0.8,42.4,1.9,25.0
18.69116,-9.45196,0.4983,24.84,132.0,,1.86,False,True,True,False,J011446.09-092706.7,,DESI J011445.88-092707.1,p,"FR-II,WAT",9.26,7.87,0.21,140.2,34.4,21,,WHL J011444.4-092703,0.4919,p,1924.0,23.0,144.0,0.714,42.63,1.91,22.0
